r,m,rho,p_r,p_t,DEC_slack,circular_speed_squared
14.54,0.4002223734938569,8.026659595970088e-05,0.0,1.1690512158397878e-06,7.90975447438611e-05,0.029129208778873057
14.55,0.4023559761327645,8.02446120606484e-05,0.0,1.1744715390078276e-06,7.907014052164057e-05,0.02927228405366752
14.56,0.4044919031448523,8.022073722112989e-05,0.0,1.1798632993065597e-06,7.904087392182332e-05,0.029415419009532297
14.57,0.4066301045090693,8.019497513941523e-05,0.0,1.1852259916779008e-06,7.900974914773734e-05,0.029558609865953336
14.58,0.4087705300949147,8.016732959484566e-05,0.0,1.19055911294987e-06,7.897677048189578e-05,0.029701852836231096
14.59,0.4109131296648644,8.013780444740731e-05,0.0,1.1958621619032504e-06,7.894194228550406e-05,0.029845144127652476
14.600000000000001,0.41305785287680036,8.010640363730386e-05,0.0,1.2011346393380384e-06,7.890526899796582e-05,0.029988479941663374
14.61,0.41520464928644096,8.007313118452738e-05,0.0,1.2063760481396443e-06,7.886675513638773e-05,0.03013185647404166
14.620000000000001,0.4173534683497838,8.003799118842751e-05,0.0,1.2115858933448798e-06,7.882640529508263e-05,0.03027526991507153
14.629999999999999,0.41950425942554026,8.000098782728024e-05,0.0,1.2167636822076746e-06,7.878422414507256e-05,0.030418716449717626
14.64,0.4216569717775873,7.996212535785427e-05,0.0,1.2219089242645583e-06,7.874021643358971e-05,0.030562192257800873
14.65,0.4238115545774109,7.992140811497717e-05,0.0,1.2270211313998567e-06,7.86943869835773e-05,0.030705693514174074
14.66,0.42596795690656303,7.98788405110994e-05,0.0,1.2320998179106262e-06,7.864674069318877e-05,0.030849216388898943
14.67,0.42812612775911607,7.98344270358572e-05,0.0,1.2371445005712854e-06,7.859728253528592e-05,0.030992757047423377
14.68,0.4302860160441227,7.978817225563498e-05,0.0,1.2421546986979676e-06,7.854601755693701e-05,0.03113631165075952
14.690000000000001,0.4324475705880817,7.974008081312554e-05,0.0,1.2471299342125604e-06,7.849295087891298e-05,0.03127987635566273
14.7,0.43461074013739964,7.969015742688958e-05,0.0,1.2520697317064156e-06,7.843808769518316e-05,0.03142344731481065
14.71,0.43677547336086864,7.963840689091426e-05,0.0,1.256973618503772e-06,7.838143327241048e-05,0.03156702067698385
14.719999999999999,0.4389417188521302,7.958483407416985e-05,0.0,1.2618411247247864e-06,7.832299294944507e-05,0.03171059258724599
14.73,0.4411094251321601,7.952944392016616e-05,0.0,1.266671783348283e-06,7.826277213681788e-05,0.03185415918712579
14.74,0.4432785406517403,7.947224144650724e-05,0.0,1.2714651302740975e-06,7.820077631623314e-05,0.03199771661479865
14.75,0.44544901379394547,7.941323174444496e-05,0.0,1.2762207043850865e-06,7.813701104005987e-05,0.032141261005269685
14.76,0.4476207928766256,7.935241997843222e-05,0.0,1.2809380476087636e-06,7.807148193082346e-05,0.032284788490556916
14.77,0.4497938261548932,7.928981138567407e-05,0.0,1.285616704978535e-06,7.800419468069554e-05,0.03242829519987527
14.780000000000001,0.4519680618236153,7.922541127567862e-05,0.0,1.2902562246945706e-06,7.793515505098405e-05,0.03257177725982133
14.79,0.45414344801990064,7.915922502980664e-05,0.0,1.2948561581842458e-06,7.78643688716224e-05,0.03271523079455819
14.8,0.45631993282560046,7.90912581008199e-05,0.0,1.2994160601622045e-06,7.779184204065769e-05,0.03285865192600178
14.81,0.45849746426979865,7.902151601242913e-05,0.0,1.3039354886899752e-06,7.771758052373916e-05,0.03300203677400676
14.82,0.4606759903313163,7.895000435884046e-05,0.0,1.3084140052351856e-06,7.764159035360527e-05,0.03314538145655404
14.83,0.46285545894120966,7.887672880430095e-05,0.0,1.3128511747303197e-06,7.756387762957062e-05,0.03328868208993812
14.84,0.46503581798527294,7.88016950826438e-05,0.0,1.3172465656310452e-06,7.748444851701276e-05,0.03343193478895534
14.850000000000001,0.4672170153065426,7.872490899683174e-05,0.0,1.321599749974072e-06,7.740330924685767e-05,0.033575135667092595
14.86,0.46939899870780444,7.864637641850026e-05,0.0,1.3259103034345657e-06,7.732046611506569e-05,0.033718280836716776
14.870000000000001,0.47158171595410214,7.856610328749967e-05,0.0,1.330177805383079e-06,7.723592548211659e-05,0.03386136640926465
14.879999999999999,0.4737651147752444,7.848409561143617e-05,0.0,1.3344018389420006e-06,7.714969377249417e-05,0.03400438849543322
14.89,0.47594914286831846,7.840035946521226e-05,0.0,1.3385819910415228e-06,7.706177747417074e-05,0.03414734320537082
14.9,0.47813374790019997,7.831490099056653e-05,0.0,1.342717852475114e-06,7.697218313809142e-05,0.03429022664886857
14.91,0.48031887751006674,7.82277263956119e-05,0.0,1.3468090179544678e-06,7.688091737765742e-05,0.03443303493555235
14.92,0.48250447931191354,7.813884195437409e-05,0.0,1.3508550861639663e-06,7.678798686821013e-05,0.03457576417507548
14.93,0.48469050089706955,7.804825400632839e-05,0.0,1.354855659814605e-06,7.669339834651378e-05,0.034718410477311876
14.940000000000001,0.48687688983670974,7.795596895593626e-05,0.0,1.358810345697379e-06,7.659715861023889e-05,0.03486096995254927
14.95,0.48906359368437585,7.786199327218089e-05,0.0,1.3627187547361514e-06,7.649927451744473e-05,0.03500343871168357
14.96,0.49125055997849715,7.776633348810196e-05,0.0,1.3665805020399723e-06,7.639975298606198e-05,0.0351458128664136
14.969999999999999,0.49343773624489695,7.766899620033035e-05,0.0,1.370395206954812e-06,7.629860099337553e-05,0.035288088529435206
14.98,0.4956250699993282,7.756998806862094e-05,0.0,1.3741624931147928e-06,7.619582557550615e-05,0.035430261814637994
14.99,0.4978125087499792,7.746931581538595e-05,0.0,1.3778819884927865e-06,7.609143382689317e-05,0.035572328837300236
15.0,0.5,7.736698622522691e-05,0.0,1.3815533254504805e-06,7.598543289977642e-05,0.03571428571428571
15.01,0.502187491250021,7.726300614446601e-05,0.0,1.385176140787837e-06,7.587783000367817e-05,0.03585612856424046
15.02,0.5043749300006721,7.715738248067718e-05,0.0,1.3887500757919656e-06,7.576863240488521e-05,0.03599785350778989
15.030000000000001,0.5065622637551026,7.705012220221614e-05,0.0,1.3922747762853935e-06,7.565784742593075e-05,0.036139456667736436
15.04,0.5087494400215035,7.694123233775007e-05,0.0,1.3957498926737401e-06,7.554548244507633e-05,0.0362809341692578
15.05,0.5109364063156234,7.683071997578658e-05,0.0,1.3991750799927533e-06,7.543154489579383e-05,0.03642228214010508
15.06,0.5131231101632899,7.671859226420222e-05,0.0,1.402549997954747e-06,7.531604226624748e-05,0.036563496710801696
15.07,0.5153094991029298,7.660485640977024e-05,0.0,1.4058743109944052e-06,7.519898209877583e-05,0.03670457401484272
15.08,0.5174955206880856,7.648951967768796e-05,0.0,1.4091476883139402e-06,7.508037198937402e-05,0.03684551018889427
15.09,0.5196811224899334,7.637258939110347e-05,0.0,1.412369803927614e-06,7.496021958717586e-05,0.03698630137299335
15.100000000000001,0.5218662520998001,7.625407293064195e-05,0.0,1.415540336705613e-06,7.483853259393634e-05,0.03712694371074813
15.11,0.5240508571316806,7.613397773393128e-05,0.0,1.4186589704172682e-06,7.4715318763514e-05,0.03726743334953855
15.120000000000001,0.5262348852247554,7.601231129512737e-05,0.0,1.4217253937736123e-06,7.459058590135376e-05,0.037407766440717326
15.129999999999999,0.5284182840458977,7.58890811644389e-05,0.0,1.4247393004692507e-06,7.446434186396965e-05,0.03754793913981063
15.14,0.5306010012921956,7.576429494765135e-05,0.0,1.4277003892235868e-06,7.433659455842776e-05,0.03768794760672012
15.15,0.5327829846934579,7.563796030565118e-05,0.0,1.4306083638213455e-06,7.420735194182984e-05,0.03782778800592431
15.16,0.5349641820147271,7.55100849539489e-05,0.0,1.4334629331524098e-06,7.40766220207965e-05,0.0379674565066807
15.17,0.5371445410587901,7.538067666220203e-05,0.0,1.4362638112509746e-06,7.394441285095105e-05,0.03810694928322811
15.18,0.5393240096686838,7.52497432537377e-05,0.0,1.439010717333989e-06,7.381073253640371e-05,0.03824626251498905
15.190000000000001,0.5415025357302019,7.51172926050746e-05,0.0,1.4417033758388957e-06,7.36755892292357e-05,0.038385392386772486
15.2,0.5436800671743993,7.49833326454449e-05,0.0,1.4443415164606662e-06,7.353899112898424e-05,0.0385243350889768
15.21,0.5458565519801,7.484787135631521e-05,0.0,1.4469248741881187e-06,7.34009464821271e-05,0.03866308681779327
15.219999999999999,0.548031938176385,7.47109167709078e-05,0.0,1.4494531893394817e-06,7.326146358156832e-05,0.03880164377540858
15.23,0.5502061738451063,7.457247697372102e-05,0.0,1.4519262075972915e-06,7.312055076612373e-05,0.03894000217020935
15.24,0.5523792071233744,7.443256010004965e-05,0.0,1.4543436800425003e-06,7.297821642000715e-05,0.03907815821698521
15.25,0.5545509862060545,7.429117433550469e-05,0.0,1.456705363187868e-06,7.283446897231682e-05,0.039216108137132784
15.26,0.5567214593482592,7.414832791553291e-05,0.0,1.4590110190106116e-06,7.26893168965223e-05,0.03935384815885974
15.27,0.5588905748678397,7.400402912493615e-05,0.0,1.4612604149843057e-06,7.254276870995185e-05,0.03949137451738893
15.280000000000001,0.5610582811478695,7.385828629739025e-05,0.0,1.4634533241100206e-06,7.239483297328023e-05,0.03962868345516246
15.29,0.5632245266391311,7.371110781496381e-05,0.0,1.4655895249467132e-06,7.22455182900171e-05,0.03976577122204611
15.3,0.5653892598626005,7.356250210763627e-05,0.0,1.4676688016408515e-06,7.209483330599542e-05,0.039902634075533926
15.31,0.5675524294119187,7.341247765281638e-05,0.0,1.469690943955263e-06,7.194278670886112e-05,0.04003926828095224
15.32,0.5697139839558771,7.326104297485987e-05,0.0,1.471655747297233e-06,7.178938722756264e-05,0.04017567011166477
15.33,0.571873872240884,7.310820664458703e-05,0.0,1.4735630127458007e-06,7.163464363184122e-05,0.04031183584927682
15.34,0.5740320430934369,7.295397727880018e-05,0.0,1.4754125470782927e-06,7.147856473172189e-05,0.04044776178384
15.350000000000001,0.5761884454225891,7.27983635398007e-05,0.0,1.4772041627960658e-06,7.132115937700463e-05,0.040583444214056845
15.36,0.5783430282224123,7.264137413490619e-05,0.0,1.4789376781494664e-06,7.116243645675672e-05,0.04071887944748545
15.370000000000001,0.5804957405744593,7.248301781596687e-05,0.0,1.480612917161993e-06,7.100240489880488e-05,0.040854063800744154
15.379999999999999,0.5826465316502165,7.232330337888249e-05,0.0,1.482229709653665e-06,7.084107366922882e-05,0.04098899359971596
15.39,0.5847953507135587,7.216223966311827e-05,0.0,1.4837878912635868e-06,7.067845177185468e-05,0.041123665179753084
15.4,0.5869421471231995,7.199983555122151e-05,0.0,1.4852873034717315e-06,7.051454824774978e-05,0.04125807488588167
15.41,0.5890868703351355,7.18360999683374e-05,0.0,1.4867277936198903e-06,7.03493721747175e-05,0.04139221907300599
15.42,0.5912294699050853,7.167104188172479e-05,0.0,1.488109214931821e-06,7.018293266679296e-05,0.04152609410611262
15.43,0.593369895490931,7.150467030027211e-05,0.0,1.4894314265326047e-06,7.001523887373951e-05,0.04165969636047498
15.440000000000001,0.5955080968551477,7.133699427401289e-05,0.0,1.4906942934671568e-06,6.984629998054573e-05,0.04179302222185711
15.45,0.5976440238672353,7.116802289364132e-05,0.0,1.4918976867179503e-06,6.967612520692338e-05,0.041926068086717845
15.46,0.599777626506143,7.099776529002735e-05,0.0,1.4930414832218944e-06,6.950472380680546e-05,0.04205883036241462
15.469999999999999,0.6019088548626838,7.082623063373236e-05,0.0,1.4941255658863976e-06,6.933210506784596e-05,0.04219130546740663
15.48,0.6040376591419611,7.06534281345238e-05,0.0,1.4951498236046232e-06,6.915827831091917e-05,0.042323489831459137
15.49,0.606163989665768,7.04793670408909e-05,0.0,1.4961141512698884e-06,6.898325288962101e-05,0.0424553798958458
15.5,0.6082877968749999,7.03040566395591e-05,0.0,1.4970184497892496e-06,6.880703818976985e-05,0.04258697211355222
15.51,0.6104090313320566,7.012750625500533e-05,0.0,1.4978626260962668e-06,6.862964362890906e-05,0.04271826294947875
15.52,0.6125276437232376,6.994972524897278e-05,0.0,1.498646593162916e-06,6.845107865580986e-05,0.042849248880642996
15.530000000000001,0.6146435848611306,6.977072301998566e-05,0.0,1.4993702700106634e-06,6.827135274997499e-05,0.04297992639638183
15.54,0.6167568056869998,6.959050900286431e-05,0.0,1.5000335817207276e-06,6.809047542114358e-05,0.043110291998553624
15.55,0.6188672572731697,6.940909266823941e-05,0.0,1.5006364594434799e-06,6.790845620879593e-05,0.04324034220174006
15.56,0.6209748908253997,6.922648352206729e-05,0.0,1.5011788404070269e-06,6.772530468166027e-05,0.04337007353344756
15.57,0.6230796576852468,6.904269110514428e-05,0.0,1.5016606679249114e-06,6.754103043721938e-05,0.04349948253430766
15.58,0.6251815093324447,6.885772499262168e-05,0.0,1.5020818914030412e-06,6.735564310121864e-05,0.04362856575827895
15.59,0.6272803973872488,6.867159479352023e-05,0.0,1.5024424663456935e-06,6.716915232717454e-05,0.04375731977284623
15.600000000000001,0.6293762736128001,6.848431015024506e-05,0.0,1.5027423543607458e-06,6.698156779588431e-05,0.04388574115922137
15.61,0.6314690899174636,6.829588073810049e-05,0.0,1.5029815231640142e-06,6.679289921493647e-05,0.044013826512542216
15.620000000000001,0.6335587983571798,6.810631626480448e-05,0.0,1.5031599465827814e-06,6.66031563182217e-05,0.04414157244207243
15.629999999999999,0.6356453511377902,6.79156264700039e-05,0.0,1.5032776045584505e-06,6.641234886544544e-05,0.04426897557139957
15.64,0.6377287006173742,6.772382112478899e-05,0.0,1.503334483148375e-06,6.622048664164061e-05,0.04439603253863385
15.65,0.6398087993085675,6.75309100312087e-05,0.0,1.5033305745268382e-06,6.602757945668187e-05,0.04452273999660569
15.66,0.6418855998808813,6.733690302178524e-05,0.0,1.503265876985176e-06,6.583363714480007e-05,0.04464909461306321
15.67,0.6439590551630152,6.714180995902949e-05,0.0,1.5031403949310811e-06,6.563866956409842e-05,0.04477509307086926
15.68,0.6460291181451515,6.694564073495585e-05,0.0,1.5029541388870154e-06,6.544268659606883e-05,0.044900732068197044
15.690000000000001,0.6480957419812644,6.674840527059758e-05,0.0,1.5027071254878384e-06,6.524569814510973e-05,0.045026008318726836
15.7,0.6501588799914011,6.655011351552232e-05,0.0,1.502399377477545e-06,6.504771413804478e-05,0.04515091855184053
15.71,0.6522184856639682,6.63507754473469e-05,0.0,1.5020309237051668e-06,6.484874452364174e-05,0.045275459512816495
15.719999999999999,0.6542745126580113,6.615040107125354e-05,0.0,1.5016017991198656e-06,6.464879927213368e-05,0.04539962796302394
15.73,0.6563269148054836,6.594900041950482e-05,0.0,1.5011120447651418e-06,6.444788837473967e-05,0.04552342068011629
15.74,0.6583756461134982,6.574658355096007e-05,0.0,1.5005617077722124e-06,6.424602184318786e-05,0.04564683445822335
15.75,0.6604206607666013,6.554316055059064e-05,0.0,1.499950841352587e-06,6.404320970923805e-05,0.04576986610814483
15.76,0.6624619131290046,6.533874152899624e-05,0.0,1.499279504789749e-06,6.383946202420649e-05,0.04589251245754079
15.77,0.6644993577468322,6.513333662192099e-05,0.0,1.498547763430044e-06,6.363478885849095e-05,0.046014770351123065
15.780000000000001,0.6665329493503513,6.492695598976972e-05,0.0,1.4977556886727132e-06,6.3429200301097e-05,0.046136636650845254
15.79,0.6685626428561997,6.471960981712445e-05,0.0,1.4969033579591077e-06,6.322270645916535e-05,0.046258108236092464
15.8,0.6705883933696004,6.451130831226085e-05,0.0,1.4959908547610526e-06,6.301531745749979e-05,0.04637918200386981
15.81,0.6726101561865727,6.43020617066652e-05,0.0,1.4950182685684066e-06,6.28070434380968e-05,0.04649985486899065
15.82,0.6746278867961306,6.409188025455128e-05,0.0,1.4939856948757692e-06,6.25978945596755e-05,0.04662012376426353
15.83,0.6766415408824836,6.388077423237739e-05,0.0,1.4928932351683957e-06,6.2387880997209e-05,0.04673998564067924
15.84,0.678651074327211,6.366875393836384e-05,0.0,1.4917409969072495e-06,6.217701294145658e-05,0.046859437467595716
15.850000000000001,0.6806564432114486,6.345582969201025e-05,0.0,1.490529093513276e-06,6.196530059849697e-05,0.04697847623292361
15.86,0.6826576038180516,6.324201183361368e-05,0.0,1.4892576443508393e-06,6.175275418926284e-05,0.04709709894330989
15.870000000000001,0.6846545126337564,6.30273107237859e-05,0.0,1.4879267747103353e-06,6.153938394907556e-05,0.047215302624321116
15.879999999999999,0.6866471263513354,6.281173674297224e-05,0.0,1.4865366157900363e-06,6.132520012718221e-05,0.04733308432062608
15.89,0.6886354018717313,6.259530029096926e-05,0.0,1.4850873046770574e-06,6.111021298629221e-05,0.047450441096176466
15.9,0.6906192963062008,6.237801178644403e-05,0.0,1.483578984327606e-06,6.089443280211643e-05,0.047567370034388205
15.91,0.6925987669784316,6.215988166645236e-05,0.0,1.48201180354635e-06,6.0677869862906005e-05,0.04768386823832036
15.92,0.6945737714266694,6.194092038595807e-05,0.0,1.4803859169650551e-06,6.0460534468993017e-05,0.04779993283085463
15.93,0.6965442674058113,6.172113841735241e-05,0.0,1.4787014850203706e-06,6.024243693233204e-05,0.047915560954872004
15.940000000000001,0.698510212889516,6.150054624997333e-05,0.0,1.4769586739308747e-06,6.002358757604246e-05,0.04803074977343035
15.95,0.700471566072284,6.127915438962564e-05,0.0,1.4751576556733024e-06,5.980399673395234e-05,0.04814549646993959
15.96,0.7024282853715397,6.105697335810063e-05,0.0,1.4732986079579965e-06,5.958367475014263e-05,0.048259798248336504
15.969999999999999,0.7043803294297072,6.083401369269683e-05,0.0,1.4713817142036152e-06,5.936263197849322e-05,0.048373652333258944
15.98,0.7063276571162611,6.061028594574016e-05,0.0,1.4694071635110013e-06,5.914087878222916e-05,0.0484870559702177
15.99,0.7082702275297837,6.038580068410531e-05,0.0,1.4673751506363502e-06,5.891842553346896e-05,0.0486000064257686
16.0,0.7102080000000006,6.0160568488736446e-05,0.0,1.465285875963559e-06,5.8695282612772885e-05,0.048712500987682546
16.009999999999998,0.7121409340898167,5.9934599954168965e-05,0.0,1.463139545475862e-06,5.84714604086931e-05,0.04882453696511536
16.02,0.7140689895973379,5.9707905688050906e-05,0.0,1.460936370726681e-06,5.8246969317324226e-05,0.04893611168877599
16.03,0.7159921265578721,5.948049631066545e-05,0.0,1.4586765688097284e-06,5.802181974185572e-05,0.04904722251109303
16.04,0.7179103052459451,5.925238245445295e-05,0.0,1.4563603623283944e-06,5.779602209212456e-05,0.04915786680638175
16.05,0.7198234861772803,5.902357476353343e-05,0.0,1.453987979364349e-06,5.756958678416908e-05,0.049268041971008064
16.060000000000002,0.7217316301107782,5.879408389322998e-05,0.0,1.4515596534454414e-06,5.734252423978454e-05,0.04937774542355223
16.07,0.7236346980504936,5.856392050959182e-05,0.0,1.4490756235128772e-06,5.711484488607894e-05,0.04948697460497175
16.08,0.7255326512475908,5.8333095288917767e-05,0.0,1.4465361338876439e-06,5.688655915503012e-05,0.049595726978762245
16.09,0.7274254512022862,5.8101618917280285e-05,0.0,1.4439414342362259e-06,5.665767748304406e-05,0.04970400003111708
16.1,0.7293130596658003,5.7869502090049974e-05,0.0,1.4412917795356528e-06,5.642821031051432e-05,0.04981179127108706
16.11,0.7311954386422646,5.7636755511419954e-05,0.0,1.4385874300377557e-06,5.61981680813822e-05,0.049919098230736425
16.12,0.7330725503906581,5.740338989393063e-05,0.0,1.4358286512328141e-06,5.596756124269782e-05,0.050025918465300495
16.13,0.7349443574266918,5.71694159579956e-05,0.0,1.433015713812439e-06,5.5736400244183163e-05,0.050132249553339024
16.14,0.7368108225247223,5.69348444314265e-05,0.0,1.4301488936318212e-06,5.550469553779467e-05,0.050238089096891175
16.15,0.7386719087196136,5.669968604895988e-05,0.0,1.4272284716712564e-06,5.527245757728862e-05,0.05034343472162622
16.16,0.7405275793086273,5.6463951551782726e-05,0.0,1.4242547339970286e-06,5.5039696817785696e-05,0.0504482840769957
16.17,0.7423777978532659,5.622765168705992e-05,0.0,1.4212279717216015e-06,5.480642371533832e-05,0.05055263483638172
16.18,0.7442225281811266,5.59907972074611e-05,0.0,1.4181484809631636e-06,5.4572648726497934e-05,0.050656484697245464
16.19,0.7460617343877435,5.575339887068776e-05,0.0,1.4150165628045167e-06,5.433838230788324e-05,0.050759831381274184
16.2,0.7478953808384003,5.5515467439001846e-05,0.0,1.411832523251309e-06,5.4103634915750536e-05,0.05086267263452563
16.21,0.7497234321699504,5.5277013678753266e-05,0.0,1.40859667318963e-06,5.386841700556364e-05,0.050965006227572315
16.22,0.7515458532926111,5.503804835990925e-05,0.0,1.405309328342983e-06,5.363273903156627e-05,0.05106682995564344
16.23,0.7533626093917632,5.479858225558265e-05,0.0,1.4019708092286245e-06,5.339661144635403e-05,0.05116814163876649
16.240000000000002,0.7551736659297136,5.4558626141561995e-05,0.0,1.3985814411132747e-06,5.316004470044872e-05,0.0512689391219056
16.25,0.7569789886474609,5.4318190795841044e-05,0.0,1.3951415539682222e-06,5.292304924187282e-05,0.05136922027509957
16.259999999999998,0.7587785435664585,5.4077286998148904e-05,0.0,1.3916514824238467e-06,5.2685635515725054e-05,0.05146898299359891
16.27,0.7605722969903431,5.383592552948074e-05,0.0,1.388111565723509e-06,5.244781396375723e-05,0.051568225197999966
16.28,0.7623602155066602,5.3594117171629145e-05,0.0,1.384522147676878e-06,5.2209595023952264e-05,0.051666944834378045
16.29,0.7641422659885789,5.335187270671525e-05,0.0,1.3808835766126597e-06,5.197098913010259e-05,0.051765139874419136
16.3,0.7659184155965998,5.3109202916720505e-05,0.0,1.3771962053307753e-06,5.173200671138973e-05,0.051862808315550485
16.310000000000002,0.7676886317802322,5.286611858301951e-05,0.0,1.3734603910539533e-06,5.149265819196555e-05,0.05195994818106832
16.32,0.7694528822796776,5.262263048591239e-05,0.0,1.369676495378782e-06,5.125295399053361e-05,0.052056557520265286
16.33,0.7712111351274821,5.237874940415788e-05,0.0,1.3658448842261814e-06,5.10129045199317e-05,0.05215263440855497
16.34,0.7729633586501956,5.2134486114507086e-05,0.0,1.3619659277913835e-06,5.0772520186715705e-05,0.05224817694759627
16.35,0.7747095214699968,5.188985139123772e-05,0.0,1.3580400004933414e-06,5.053181139074438e-05,0.05234318326541456
16.36,0.7764495925063213,5.164485600568838e-05,0.0,1.3540674809236321e-06,5.0290788524764745e-05,0.05243765151652236
16.37,0.7781835409774716,5.1399510725793214e-05,0.0,1.3500487517948372e-06,5.004946197399838e-05,0.05253157988203799
16.38,0.7799113364022006,5.1153826315618024e-05,0.0,1.345984199888419e-06,4.9807842115729606e-05,0.05262496656980164
16.39,0.7816329486013109,5.090781353489527e-05,0.0,1.3418742160021086e-06,4.9565939318893166e-05,0.052717809814491735
16.4,0.7833483476991993,5.0661483138561095e-05,0.0,1.337719194896776e-06,4.932376394366432e-05,0.05281010787773673
16.41,0.7850575041254331,5.041484587629149e-05,0.0,1.3335195352428662e-06,4.9081326341048626e-05,0.052901859048228424
16.42,0.7867603886162653,5.016791249203991e-05,0.0,1.3292756395663029e-06,4.883863685247361e-05,0.05299306164183003
16.43,0.788456972216187,4.992069372357488e-05,0.0,1.324987914194013e-06,4.859570580938086e-05,0.05308371400168632
16.44,0.7901472262794124,4.967320030201787e-05,0.0,1.3206567691988938e-06,4.835254353281897e-05,0.05317381449832798
16.45,0.7918311224713921,4.9425442951382356e-05,0.0,1.3162826183444337e-06,4.810916033303792e-05,0.053263361529777425
16.46,0.7935086327702885,4.917743238811242e-05,0.0,1.3118658790288282e-06,4.78655665090836e-05,0.053352353521650846
16.47,0.7951797294684396,4.892917932062294e-05,0.0,1.3074069722287074e-06,4.762177234839423e-05,0.05344078892725897
16.48,0.7968443851738305,4.8680694448838916e-05,0.0,1.30290632244245e-06,4.7377788126396465e-05,0.05352866622770726
16.490000000000002,0.7985025728115016,4.8431988463736675e-05,0.0,1.2983643576330393e-06,4.7133624106103634e-05,0.05361598393199098
16.5,0.8001542656249998,4.818307204688467e-05,0.0,1.2937815091706028e-06,4.688929053771406e-05,0.05370274057709252
16.509999999999998,0.8017994371777741,4.793395586998475e-05,0.0,1.2891582117744884e-06,4.6644797658210265e-05,0.05378893472807373
16.52,0.8034380613545675,4.768465059441436e-05,0.0,1.2844949034549945e-06,4.640015569095937e-05,0.05387456497816747
16.53,0.8050701123628041,4.743516687076927e-05,0.0,1.2797920254547516e-06,4.6155374845314525e-05,0.0539596299488678
16.54,0.8066955647339416,4.718551533840645e-05,0.0,1.2750500221896986e-06,4.591046531621676e-05,0.054044128290016875
16.55,0.8083143933248274,4.6935706624987165e-05,0.0,1.2702693411897343e-06,4.566543728379743e-05,0.05412805867989132
16.560000000000002,0.809926573319028,4.6685751346021686e-05,0.0,1.265450433039043e-06,4.5420300912982644e-05,0.05421141982528586
16.57,0.8115320802281463,4.643566010441345e-05,0.0,1.260593751316062e-06,4.517506635309739e-05,0.0542942104615952
16.58,0.8131308898931231,4.618544349000397e-05,0.0,1.255699752533138e-06,4.492974373747083e-05,0.05437642935289394
16.59,0.8147229784855226,4.59351120791185e-05,0.0,1.2507688960758795e-06,4.468434318304262e-05,0.054458075292014484
16.6,0.8163083225087999,4.5684676434112416e-05,0.0,1.2458016441422086e-06,4.443887478997021e-05,0.054539147100622895
16.61,0.8178868987995584,4.5434147102917384e-05,0.0,1.2407984616811126e-06,4.419334864123627e-05,0.05461964362929306
16.62,0.8194586845287877,4.518353461858838e-05,0.0,1.2357598163311162e-06,4.394777480225727e-05,0.05469956375757854
16.63,0.8210236572030798,4.4932849498852e-05,0.0,1.2306861783585016e-06,4.37021633204935e-05,0.05477890639408233
16.64,0.8225817946658387,4.468210224565364e-05,0.0,1.225578020595228e-06,4.345652422505841e-05,0.054857670476524796
16.65,0.8241330750984726,4.443130334470708e-05,0.0,1.2204358183766613e-06,4.3210867526330423e-05,0.054935854971809944
16.66,0.8256774770215622,4.418046326504297e-05,0.0,1.2152600494789963e-06,4.296520321556398e-05,0.055013458876088786
16.67,0.8272149792960148,4.392959245855916e-05,0.0,1.2100511940564978e-06,4.271954126450266e-05,0.055090481214821
16.68,0.8287455611242074,4.3678701359570665e-05,0.0,1.2048097345784992e-06,4.2473891624992166e-05,0.055166921042834854
16.69,0.8302692020511155,4.342780038436031e-05,0.0,1.1995361557662022e-06,4.2228264228594106e-05,0.055242777444385244
16.7,0.8317858819654,4.31768999307306e-05,0.0,1.1942309445292556e-06,4.198266898620134e-05,0.055318049533207785
16.71,0.8332955811005183,4.2926010377555025e-05,0.0,1.1888945899021779e-06,4.1737115787652846e-05,0.05539273645257385
16.72,0.8347982800357843,4.267514208433112e-05,0.0,1.183527582980584e-06,4.1491614501350534e-05,0.05546683737534108
16.73,0.8362939596974253,4.242430539073277e-05,0.0,1.1781304168572253e-06,4.124617497387554e-05,0.055540351504002605
16.740000000000002,0.8377826013596146,4.2173510616164345e-05,0.0,1.1727035865578967e-06,4.1000807029606446e-05,0.05561327807073384
16.75,0.8392641866455064,4.192276805931453e-05,0.0,1.1672475889772044e-06,4.0755520470337325e-05,0.05568561633743847
16.759999999999998,0.8407386975282254,4.167208799771086e-05,0.0,1.1617629228141543e-06,4.0510325074896706e-05,0.05575736559579028
16.77,0.8422061163318513,4.142148068727498e-05,0.0,1.1562500885076373e-06,4.0265230598767344e-05,0.05582852516727374
16.78,0.8436664257323954,4.117095636187857e-05,0.0,1.150709588171817e-06,4.0020246773706754e-05,0.055899094403223215
16.79,0.8451196087587463,4.0920525232899594e-05,0.0,1.1451419255313812e-06,3.977538330736821e-05,0.05596907268485896
16.8,0.846565648793602,4.0670197488778825e-05,0.0,1.139547605856698e-06,3.9530649882922124e-05,0.0560384594233213
16.810000000000002,0.8480045295743757,4.0419983294577726e-05,0.0,1.1339271358988918e-06,3.928605615867883e-05,0.056107254059702
16.82,0.8494362351941172,4.01698927915364e-05,0.0,1.1282810238248834e-06,3.9041611767711516e-05,0.05617545606507601
