r,m,rho,p_r,p_t,DEC_slack,circular_speed_squared
16.83,0.8508607501023551,3.991993609663172e-05,0.0,1.1226097791522602e-06,3.879732631747946e-05,0.05624306494052636
16.84,0.8522780591059858,3.967012330213682e-05,0.0,1.11691391268421e-06,3.855320938945261e-05,0.056310080217171786
16.85,0.8536881473701063,3.9420464475180884e-05,0.0,1.1111939364443485e-06,3.8309270538736536e-05,0.05637650145618938
16.86,0.8550910004188184,3.917096965730929e-05,0.0,1.1054503636114874e-06,3.80655192936978e-05,0.05644232824883418
16.87,0.8564866041360741,3.892164886404413e-05,0.0,1.099683708454462e-06,3.782196515558967e-05,0.056507560216460986
16.88,0.8578749447664153,3.8672512084446304e-05,0.0,1.0938944862668464e-06,3.757861759817946e-05,0.05657219701053761
16.89,0.8592560089157697,3.8423569280676806e-05,0.0,1.0880832133017313e-06,3.733548606737508e-05,0.05663623831266129
16.9,0.8606297835521983,3.817483038755995e-05,0.0,1.0822504067065094e-06,3.709257998085345e-05,0.05669968383457089
16.91,0.8619962560066079,3.7926305312145895e-05,0.0,1.0763965844576086e-06,3.6849908727688285e-05,0.05676253331815544
16.92,0.8633554139734794,3.767800393327495e-05,0.0,1.070522265295347e-06,3.66074816679796e-05,0.05682478653546325
16.93,0.8647072455115328,3.742993610114167e-05,0.0,1.0646279686587305e-06,3.636530813248294e-05,0.05688644328870535
16.94,0.8660517390444404,3.71821116368594e-05,0.0,1.0587142146203909e-06,3.612339742223901e-05,0.05694750341026169
16.95,0.8673888833614396,3.6934540332026595e-05,0.0,1.052781523821503e-06,3.588175880820509e-05,0.05700796676267919
16.96,0.8687186676179837,3.6687231948291916e-05,0.0,1.0468304174067958e-06,3.564040153088512e-05,0.05706783323867169
16.97,0.8700410813363595,3.644019621692183e-05,0.0,1.0408614169596744e-06,3.539933479996216e-05,0.05712710276111668
16.98,0.871356114406264,3.619344283836707e-05,0.0,1.0348750444373535e-06,3.5158567793929716e-05,0.05718577528304813
16.990000000000002,0.8726637570853968,3.594698148183112e-05,0.0,1.0288718221061748e-06,3.4918109659724945e-05,0.05724385078764974
17.0,0.8739639999999995,3.5700821784838414e-05,0.0,1.0228522724769624e-06,3.467796951236145e-05,0.05730132928824355
17.009999999999998,0.8752568341454028,3.545497335280314e-05,0.0,1.016816918240531e-06,3.443815643456261e-05,0.05735821082827803
17.02,0.8765422508865326,3.52094457585992e-05,0.0,1.0107662822033087e-06,3.419867947639589e-05,0.057414495481312666
17.03,0.8778202419583996,3.4964248542130445e-05,0.0,1.0047008872230928e-06,3.395954765490735e-05,0.05747018335100042
17.04,0.8790907994665842,3.471939120990141e-05,0.0,9.986212561449691e-07,3.372076995375644e-05,0.057525274571069006
17.05,0.8803539158876852,3.447488323458858e-05,0.0,9.92527911737361e-07,3.3482355322851216e-05,0.057579769305298754
17.060000000000002,0.8816095840697498,3.4230734054612826e-05,0.0,9.864213766282664e-07,3.324431267798456e-05,0.05763366774749836
17.07,0.8828577972326781,3.3986953073711785e-05,0.0,9.803021732416425e-07,3.300665090047014e-05,0.05768697012147796
17.08,0.8840985489686433,3.3743549660513074e-05,0.0,9.74170823734026e-07,3.276937883677905e-05,0.05773967668102251
17.09,0.8853318332424289,3.3500533148108155e-05,0.0,9.680278499312719e-07,3.253250529817688e-05,0.05779178770985848
17.1,0.8865576443917988,3.3257912833627036e-05,0.0,9.618737732655689e-07,3.229603906036147e-05,0.057843303521622036
17.11,0.8877759771278206,3.30156979778132e-05,0.0,9.55709114712624e-07,3.205998886310058e-05,0.057894224459823174
17.12,0.8889868265351732,3.2773897804598955e-05,0.0,9.495343947290673e-07,3.182436340986989e-05,0.05794455089780778
17.13,0.8901901880724226,3.253252150068233e-05,0.0,9.433501331901087e-07,3.1589171367492223e-05,0.05799428323871687
17.14,0.8913860575723251,3.2291578215103327e-05,0.0,9.37156849327448e-07,3.135442136577588e-05,0.05804342191544689
17.15,0.892574431242021,3.2051077058822114e-05,0.0,9.309550616673726e-07,3.112012199715474e-05,0.05809196739060135
17.16,0.8937553056632901,3.181102710429642e-05,0.0,9.247452879691708e-07,3.088628181632725e-05,0.05813992015644626
17.17,0.8949286777927403,3.157143738506085e-05,0.0,9.185280451637955e-07,3.065290933989705e-05,0.058187280734860035
17.18,0.8960945449619959,3.133231689530611e-05,0.0,9.123038492928069e-07,3.0420013046013302e-05,0.058234049677282504
17.19,0.8972529048778521,3.109367458945854e-05,0.0,9.060732154475788e-07,3.0187601374010964e-05,0.058280227564660884
17.2,0.8984037556223967,3.085551938176143e-05,0.0,8.998366577088184e-07,2.9955682724052612e-05,0.05832581500739269
17.21,0.8995470956531548,3.061786014585551e-05,0.0,8.935946890863979e-07,2.9724265456769114e-05,0.0583708126452695
17.22,0.9006829238031284,3.0380705714361407e-05,0.0,8.873478214594409e-07,2.9493357892901967e-05,0.05841522114741256
17.23,0.9018112392809354,3.0144064878461424e-05,0.0,8.810965655168263e-07,2.9262968312944596e-05,0.058459041212214784
17.240000000000002,0.9029320416708062,2.9907946387483283e-05,0.0,8.748414306979245e-07,2.903310495678536e-05,0.05850227356727192
17.25,0.9040453309326169,2.9672358948483414e-05,0.0,8.685829251337031e-07,2.880377602334971e-05,0.05854491896931554
17.259999999999998,0.9051511074019016,2.9437311225831168e-05,0.0,8.623215555881874e-07,2.857498967024298e-05,0.05858697820414402
17.27,0.9062493717898299,2.9202811840793944e-05,0.0,8.560578274002648e-07,2.834675401339368e-05,0.05862845208655023
17.28,0.9073401251831608,2.8968869371122883e-05,0.0,8.497922444258503e-07,2.8119077126697034e-05,0.058669341460247056
17.29,0.9084233690441721,2.8735492350638827e-05,0.0,8.435253089804043e-07,2.7891967041658422e-05,0.05870964719779034
17.3,0.9094991052106005,2.8502689268818937e-05,0.0,8.372575217818613e-07,2.7665431747037075e-05,0.0587493702005021
17.310000000000002,0.9105673358954767,2.8270468570384654e-05,0.0,8.309893818938797e-07,2.7439479188490773e-05,0.05878851139838557
17.32,0.9116280636870484,2.803883865488939e-05,0.0,8.247213866695695e-07,2.721411726821982e-05,0.058827071750045916
17.33,0.9126812915485809,2.780780787630715e-05,0.0,8.184540316955243e-07,2.6989353844611623e-05,0.05886505224260159
17.34,0.9137270228181902,2.7577384542622023e-05,0.0,8.121878107363234e-07,2.6765196731885698e-05,0.058902453891597484
17.35,0.9147652612086508,2.7347576915418193e-05,0.0,8.059232156794431e-07,2.654165369973875e-05,0.05893927774091565
17.36,0.9157960108071501,2.7118393209470396e-05,0.0,7.996607364805495e-07,2.6318732472989845e-05,0.058975524862681664
17.37,0.9168192760750427,2.6889841592334968e-05,0.0,7.934008611092423e-07,2.6096440731225724e-05,0.05901119635717034
17.38,0.9178350618475757,2.6661930183942087e-05,0.0,7.871440754952464e-07,2.587478610844684e-05,0.059046293352709056
17.39,0.9188433733335937,2.643466705618768e-05,0.0,7.808908634750132e-07,2.5653776192712666e-05,0.059080817005578795
17.4,0.9198442161152016,2.6208060232527242e-05,0.0,7.746417067387982e-07,2.5433418525788443e-05,0.05911476849991195
17.41,0.9208375961474418,2.5982117687568756e-05,0.0,7.683970847781761e-07,2.521372060279058e-05,0.05914814904759042
17.42,0.9218235197578997,2.575684734666772e-05,0.0,7.621574748340218e-07,2.49946898718337e-05,0.05918095988813829
17.43,0.9228019936463228,2.5532257085521974e-05,0.0,7.559233518449658e-07,2.4776333733677007e-05,0.05921320228861481
17.44,0.9237730248841975,2.530835472976693e-05,0.0,7.496951883963016e-07,2.4558659541370626e-05,0.059244877543504056
17.45,0.924736620914298,2.5085148054572496e-05,0.0,7.434734546694009e-07,2.4341674599903096e-05,0.05927598697460199
17.46,0.9256927895502303,2.486264478423934e-05,0.0,7.372586183915936e-07,2.4125386165847746e-05,0.05930653193090291
17.47,0.9266415389759377,2.4640852591797097e-05,0.0,7.310511447865676e-07,2.390980144701053e-05,0.05933651378848258
17.48,0.9275828777451687,2.4419779098601813e-05,0.0,7.24851496525211e-07,2.3694927602076602e-05,0.05936593395037823
17.490000000000002,0.9285168147809433,2.419943187393538e-05,0.0,7.186601336770226e-07,2.3480771740258357e-05,0.05939479384646828
17.5,0.929443359375,2.3979818434604768e-05,0.0,7.124775136620075e-07,2.326734092094276e-05,0.05942309493334998
17.509999999999998,0.930362521187182,2.3760946244541892e-05,0.0,7.063040912030581e-07,2.3054642153338835e-05,0.05945083869421258
17.52,0.9312743102448309,2.3542822714404533e-05,0.0,7.001403182788961e-07,2.2842682396125635e-05,0.05947802663871053
17.53,0.932178736942137,2.3325455201177897e-05,0.0,6.939866440775245e-07,2.2631468557100374e-05,0.059504660302833384
17.54,0.9330758120394789,2.3108851007776333e-05,0.0,6.878435149502065e-07,2.2421007492826127e-05,0.05953074124877443
17.55,0.9339655466627335,2.2893017382645896e-05,0.0,6.817113743659844e-07,2.221130600827991e-05,0.059556271064797016
17.560000000000002,0.9348479523025377,2.2677961519368005e-05,0.0,6.755906628667323e-07,2.2002370856501274e-05,0.05958125136509711
17.57,0.9357230408135666,2.2463690556263144e-05,0.0,6.694818180227719e-07,2.179420873824037e-05,0.05960568378966673
17.58,0.9365908244137535,2.225021157599527e-05,0.0,6.633852743890117e-07,2.158682630160626e-05,0.05962957000415291
17.59,0.9374513156834836,2.203753160517716e-05,0.0,6.573014634616514e-07,2.1380230141715508e-05,0.05965291169971461
17.6,0.9383045275648012,2.1825657613976476e-05,0.0,6.512308136354777e-07,2.1174426800340998e-05,0.059675710592880335
17.61,0.9391504733605247,2.1614596515721963e-05,0.0,6.451737501616535e-07,2.096942276556031e-05,0.059697968425398915
17.62,0.9399891667334064,2.1404355166510446e-05,0.0,6.391306951061373e-07,2.076522447140431e-05,0.05971968696409319
17.63,0.9408206217052042,2.119494036481511e-05,0.0,6.331020673086429e-07,2.0561838297506466e-05,0.05974086800070746
17.64,0.9416448526557835,2.0986358851093282e-05,0.0,6.270882823421833e-07,2.03592705687511e-05,0.0597615133517566
17.65,0.9424618743221282,2.0778617307396033e-05,0.0,6.210897524731796e-07,2.0157527554922853e-05,0.05978162485836881
17.66,0.9432717017974035,2.0571722356977433e-05,0.0,6.151068866221807e-07,1.9956615470355253e-05,0.05980120438613165
17.67,0.9440743505299145,2.036568056390518e-05,0.0,6.091400903251336e-07,1.9756540473580047e-05,0.05982025382493077
17.68,0.9448698363220975,2.0160498432671503e-05,0.0,6.031897656952731e-07,1.955730866697623e-05,0.05983877508879063
17.69,0.9456581753294335,1.995618240780455e-05,0.0,5.972563113855633e-07,1.9358926096418987e-05,0.05985677011570968
17.7,0.9464393840594023,1.975273887348109e-05,0.0,5.913401225518026e-07,1.9161398750929287e-05,0.05987424086749838
17.71,0.9472134793703222,1.9550174153138844e-05,0.0,5.854415908162322e-07,1.896473256232261e-05,0.05989118932960888
17.72,0.9479804784702486,1.9348494509090704e-05,0.0,5.79561104231845e-07,1.8768933404858858e-05,0.059907617510969
17.73,0.9487403989157825,1.9147706142138213e-05,0.0,5.736990472472104e-07,1.8574007094891e-05,0.05992352744380959
17.740000000000002,0.9494932586108886,1.8947815191186954e-05,0.0,5.678558006719698e-07,1.8379959390514984e-05,0.059938921183492665
17.75,0.9502390758056651,1.8748827732861847e-05,0.0,5.620317416429033e-07,1.8186795991218944e-05,0.059953800808336094
17.759999999999998,0.9509778690950901,1.855074978112305e-05,0.0,5.562272435906061e-07,1.7994522537532443e-05,0.05996816841943652
17.77,0.9517096574177502,1.8353587286882915e-05,0.0,5.504426762067992e-07,1.7803144610676114e-05,0.059982026140491224
17.78,0.9524344600545467,1.8157346137623463e-05,0.0,5.446784054122515e-07,1.7612667732211212e-05,0.05999537611761828
17.79,0.9531522966273411,1.7962032157014405e-05,0.0,5.389347933252945e-07,1.742309736368911e-05,0.060008220519172546
17.8,0.9538631870976011,1.776765110453149e-05,0.0,5.332121982309616e-07,1.723443890630053e-05,0.0600205615355617
17.810000000000002,0.9545671517650147,1.7574208675076325e-05,0.0,5.275109745507717e-07,1.7046697700525554e-05,0.06003240137906018
17.82,0.9552642112660745,1.738171049859615e-05,0.0,5.218314728131092e-07,1.685987902578304e-05,0.0600437422836211
17.83,0.9559543865726239,1.7190162139704284e-05,0.0,5.161740396242202e-07,1.6673988100080064e-05,0.060054586504685495
17.84,0.9566376989904026,1.69995690973015e-05,0.0,5.105390176398576e-07,1.6489030079661642e-05,0.06006493631899178
17.85,0.9573141701575065,1.680993680419818e-05,0.0,5.04926745537519e-07,1.630501005866066e-05,0.06007479402437927
17.86,0.9579838220429133,1.6621270626736558e-05,0.0,4.993375579893489e-07,1.612193306874721e-05,0.060084161939596495
17.87,0.9586466769448543,1.6433575864413833e-05,0.0,4.937717856355973e-07,1.5939804078778235e-05,0.06009304240409878
17.88,0.9593027574892821,1.6246857749506456e-05,0.0,4.882297550587957e-07,1.575862799444766e-05,0.06010143777785302
17.89,0.9599520866282392,1.606112144669401e-05,0.0,4.827117887584824e-07,1.557840965793553e-05,0.06010935044113533
17.9,0.9605946876382006,1.58763720526849e-05,0.0,4.772182051265946e-07,1.5399153847558306e-05,0.06011678279432747
17.91,0.9612305841183977,1.5692614595841587e-05,0.0,4.7174931842345743e-07,1.522086527741813e-05,0.06012373725771193
17.92,0.9618597999891345,1.5509854035807477e-05,0.0,4.663054387544427e-07,1.5043548597053034e-05,0.0601302162712669
17.93,0.9624823594900334,1.5328095263133688e-05,0.0,4.6088687204720645e-07,1.4867208391086481e-05,0.060136222294456476
17.94,0.9630982871782829,1.5147343098906596e-05,0.0,4.5549392002957494e-07,1.4691849178877022e-05,0.06014175780602138
17.95,0.9637076079268452,1.4967602294376668e-05,0.0,4.501268802080686e-07,1.4517475414168599e-05,0.06014682530376711
17.96,0.9643103469226331,1.4788877530586819e-05,0.0,4.4478604584701675e-07,1.4344091484739802e-05,0.06015142730435036
17.97,0.9649065296646544,1.4611173418002555e-05,0.0,4.3947170594832834e-07,1.4171701712054227e-05,0.06015556634306337
17.98,0.9654961819621359,1.4434494496141833e-05,0.0,4.3418414523186425e-07,1.400031035090997e-05,0.060159244973617396
17.990000000000002,0.9660793299326187,1.425884523320624e-05,0.0,4.289236441164511e-07,1.3829921589089789e-05,0.060162465767924375
18.0,0.9666559999999977,1.4084230025712412e-05,0.0,4.2369047870149156e-07,1.366053954701092e-05,0.06016523131587527
18.009999999999998,0.967226218892578,1.3910653198124149e-05,0.0,4.1848492074921926e-07,1.349216827737493e-05,0.06016754422511977
18.02,0.9677900136410615,1.3738119002485254e-05,0.0,4.133072376675544e-07,1.33248117648177e-05,0.06016940712084184
18.03,0.9683474115764881,1.3566631618053143e-05,0.0,4.081576924935728e-07,1.315847392555957e-05,0.06017082264553223
18.04,0.9688984403282266,1.3396195150932908e-05,0.0,4.030365438776243e-07,1.2993158607055284e-05,0.060171793458765326
18.05,0.9694431278218438,1.3226813633711744e-05,0.0,3.9794404606800895e-07,1.2828869587643736e-05,0.06017232223696748
18.060000000000002,0.9699815022769984,1.305849102509476e-05,0.0,3.928804488963166e-07,1.2665610576198443e-05,0.06017241167318804
18.07,0.9705135922052879,1.2891231209540853e-05,0.0,3.8784599776334853e-07,1.2503385211777504e-05,0.06017206447686737
18.08,0.971039426408046,1.2725037996899165e-05,0.0,3.8284093362563574e-07,1.234219706327353e-05,0.06017128337360193
18.09,0.9715590339741622,1.2559915122046557e-05,0.0,3.7786549298259807e-07,1.2182049629063959e-05,0.06017007110491163
18.1,0.9720724442777993,1.2395866244525628e-05,0.0,3.729199078642702e-07,1.2022946336661358e-05,0.060168430428000526
18.11,0.9725796869761449,1.2232894948183236e-05,0.0,3.68004405819652e-07,1.1864890542363585e-05,0.0601663641155205
18.12,0.9730807920070923,1.2071004740809457e-05,0.0,3.6311920990563124e-07,1.1707885530903825e-05,0.06016387495533056
18.130000000000003,0.9735757895868984,1.1910199053777794e-05,0.0,3.5826453867652445e-07,1.1551934515101269e-05,0.060160965750255306
18.14,0.9740647102078119,1.1750481241685583e-05,0.0,3.5344060617419396e-07,1.1397040635511389e-05,0.06015763931784186
18.15,0.9745475846356744,1.1591854581994889e-05,0.0,3.4864762191875084e-07,1.1243206960076137e-05,0.060153898490115584
18.16,0.975024443907512,1.143432227467443e-05,0.0,3.438857908998638e-07,1.1090436483774567e-05,0.06014974611333583
18.17,0.975495319329017,1.1277887441842123e-05,0.0,3.3915531356861557e-07,1.0938732128273507e-05,0.06014518504774475
18.18,0.975960242472099,1.1122553127407942e-05,0.0,3.344563858299696e-07,1.0788096741577972e-05,0.06014021816732163
18.189999999999998,0.9764192451723304,1.0968322296717527e-05,0.0,3.2978919903578333e-07,1.0638533097681744e-05,0.060134848359530584
18.2,0.9768723595264062,1.0815197836196553e-05,0.0,3.2515393997841466e-07,1.0490043896218138e-05,0.06012907852506997
18.21,0.977319617889508,1.0663182552995879e-05,0.0,3.205507908848749e-07,1.0342631762111004e-05,0.06012291157761608
18.22,0.9777610528727392,1.0512279174636877e-05,0.0,3.159799294115686e-07,1.0196299245225308e-05,0.06011635044357228
18.23,0.9781966973404339,1.0362490348657574e-05,0.0,3.1144152863956305e-07,1.0051048820018011e-05,0.06010939806181035
18.240000000000002,0.9786265844074578,1.0213818642259832e-05,0.0,3.0693575707043236e-07,9.906882885189399e-06,0.06010205738341211
18.25,0.9790507474365224,1.0066266541956573e-05,0.0,3.024627786226514e-07,9.763803763333921e-06,0.0600943313714127
18.259999999999998,0.9794692200353854,9.919836453219865e-06,0.0,2.980227526285113e-07,9.621813700591354e-06,0.06008622300053677
18.27,0.9798820360540965,9.774530700129787e-06,0.0,2.936158338316093e-07,9.480914866298177e-06,0.06007773525693886
18.28,0.9802892295821675,9.630351525023812e-06,0.0,2.89242172384856e-07,9.341109352638956e-06,0.06006887113793924
18.29,0.9806908349457233,9.487301088146774e-06,0.0,2.849019138490169e-07,9.202399174297757e-06,0.06005963365175941
18.3,0.9810868867046008,9.34538146730141e-06,0.0,2.805951991917723e-07,9.064786268109636e-06,0.06005002581725484
18.310000000000002,0.9814774196494547,9.204594657499812e-06,0.0,2.763221647873216e-07,8.92827249271249e-06,0.060040050663649175
18.32,0.9818624687987914,9.064942570615246e-06,0.0,2.720829424164818e-07,8.792859628198765e-06,0.06002971123026436
18.33,0.9822420693959755,8.92642703503462e-06,0.0,2.6787765926730064e-07,8.65854937576732e-06,0.060019010566249864
18.34,0.9826162569062218,8.789049795311664e-06,0.0,2.637064379361845e-07,8.52534335737548e-06,0.06000795173031178
18.35,0.9829850670135603,8.652812511820855e-06,0.0,2.595693964295315e-07,8.393243115391324e-06,0.059996537790441264
18.36,0.9833485356176981,8.517716760411763e-06,0.0,2.554666481658323e-07,8.262250112245932e-06,0.05998477182363658
18.37,0.9837066988309751,8.383764032063915e-06,0.0,2.513983019782957e-07,8.132365730085618e-06,0.059972656915632805
18.380000000000003,0.9840595929751323,8.25095573254274e-06,0.0,2.4736446211792594e-07,8.003591270424816e-06,0.05996019616061965
18.39,0.9844072545781986,8.119293182055818e-06,0.0,2.433652282571118e-07,7.875927953798707e-06,0.05994739266096839
18.4,0.984749720371199,7.988777614909613e-06,0.0,2.394006954936435e-07,7.74937691941597e-06,0.05993424952694771
18.41,0.9850870272849583,7.859410179167169e-06,0.0,2.354709543552404e-07,7.6239392248119285e-06,0.059920769876446976
18.42,0.9854192124467831,7.731191936306371e-06,0.0,2.3157609080451408e-07,7.499615845501857e-06,0.05990695683469246
18.43,0.9857463131771373,7.604123860878688e-06,0.0,2.2771618624438741e-07,7.3764076746343005e-06,0.059892813533964154
18.439999999999998,0.9860683669862977,7.478206840168468e-06,0.0,2.2389131752396266e-07,7.254315522644505e-06,0.05987834311331214
18.45,0.9863854115709536,7.353441673853098e-06,0.0,2.2010155694483298e-07,7.133340116908265e-06,0.059863548718270564
18.46,0.9866974848107786,7.229829073663804e-06,0.0,2.1634697226783042e-07,7.0134821013959735e-06,0.0598484335005707
18.47,0.9870046247649764,7.1073696630468076e-06,0.0,2.1262762672019568e-07,6.8947420363266115e-06,0.05983300061785329
18.48,0.9873068696687746,6.986063976825143e-06,0.0,2.0894357900316693e-07,6.777120397821976e-06,0.05981725323337865
18.490000000000002,0.9876042579298918,6.8659124608615025e-06,0.0,2.0529488329999761e-07,6.660617577561505e-06,0.05980119451573613
18.5,0.9878968281249962,6.746915471721198e-06,0.0,2.0168158928437282e-07,6.545233882436825e-06,0.05978482763855408
18.509999999999998,0.9881846189960868,6.629073276335919e-06,0.0,1.981037421292223e-07,6.430969534206696e-06,0.05976815578020583
18.52,0.9884676694468206,6.5123860516682014e-06,0.0,1.945613825159268e-07,6.317824669152275e-06,0.05975118212351317
18.53,0.9887460185389312,6.396853884376574e-06,0.0,1.9105454664394127e-07,6.205799337732632e-06,0.05973390985545736
18.54,0.9890197054884204,6.282476770481055e-06,0.0,1.8758326624074808e-07,6.0948935042403075e-06,0.0597163421668759
18.55,0.9892887696618953,6.16925461502935e-06,0.0,1.8414756857222474e-07,5.985107046457126e-06,0.059698482252170317
18.560000000000002,0.9895532505727243,6.057187231763986e-06,0.0,1.8074747645335657e-07,5.8764397553106295e-06,0.059680333309003214
18.57,0.9898131878773082,5.9462743427896325e-06,0.0,1.7738300825932615e-07,5.768891334530306e-06,0.059661898538004146
18.58,0.9900686213711278,5.83651557824118e-06,0.0,1.7405417793691925e-07,5.662461400304261e-06,0.05964318114246173
18.59,0.990319590984928,5.727910475952586e-06,0.0,1.707609950163151e-07,5.557149480936271e-06,0.05962418432802637
18.6,0.9905661367808065,5.620458481126221e-06,0.0,1.6750346462319682e-07,5.4529550165030245e-06,0.05960491130240773
18.61,0.9908082989481652,5.5141589460027965e-06,0.0,1.642815874911704e-07,5.349877358511626e-06,0.0595853652750644
18.62,0.9910461177998293,5.409011129531875e-06,0.0,1.6109535997454302e-07,5.247915769557332e-06,0.05956554945690602
18.630000000000003,0.991279633767971,5.305014197043201e-06,0.0,1.579447740613911e-07,5.14706942298181e-06,0.05954546705998378
18.64,0.9915088874000109,5.202167219918436e-06,0.0,1.54829817386931e-07,5.047337402531505e-06,0.059525121297180655
18.65,0.9917339193545356,5.1004691752635384e-06,0.0,1.517504732471985e-07,4.94871870201634e-06,0.05950451538190411
18.66,0.9919547703972107,4.9999189455818055e-06,0.0,1.4870672061302596e-07,4.851212224968779e-06,0.05948365252777993
18.67,0.9921714813965217,4.900515318447603e-06,0.0,1.4569853414428054e-07,4.754816784303323e-06,0.059462535948335844
18.68,0.9923840933196129,4.802256986180583e-06,0.0,1.4272588420439716e-07,4.659531101976186e-06,0.059441168856693136
18.689999999999998,0.9925926472280278,4.7051425455204184e-06,0.0,1.3978873687516485e-07,4.565353808645253e-06,0.059419554465253016
18.700000000000003,0.9927971842734014,4.609170497302336e-06,0.0,1.3688705397177632e-07,4.47228344333056e-06,0.05939769598538124
18.71,0.9929977456931791,4.514339246133454e-06,0.0,1.340207930581444e-07,4.38031845307531e-06,0.05937559662709604
18.72,0.9931943728062098,4.42064710006902e-06,0.0,1.3118990746242623e-07,4.289457192606594e-06,0.05935325959874876
18.73,0.9933871070083615,4.328092270289971e-06,0.0,1.283943462928136e-07,4.199697923997158e-06,0.05933068810670781
18.740000000000002,0.9935759897681207,4.236672870780843e-06,0.0,1.256340544535452e-07,4.111038816327298e-06,0.05930788535504282
18.75,0.9937610626220703,4.146386918008254e-06,0.0,1.229089726611242e-07,4.02347794534713e-06,0.059284854545202145
18.759999999999998,0.9939423671703871,4.057232330599897e-06,0.0,1.2021903746075244e-07,3.937013293139144e-06,0.05926159887569318
18.77,0.994119945072339,3.969206929024346e-06,0.0,1.1756418124297835e-07,3.851642747781368e-06,0.059238121541764166
18.78,0.9942938380416102,3.882308435271466e-06,0.0,1.1494433226052067e-07,3.7673641030109454e-06,0.059214425735076
18.79,0.9944640878417843,3.7965344725332145e-06,0.0,1.1235941464529879e-07,3.6841750578879157e-06,0.059190514643386156
18.8,0.9946307362816071,3.711882564885115e-06,0.0,1.0980934842561827e-07,3.6020732164594968e-06,0.05916639145021924
18.810000000000002,0.9947938252102748,3.6283501369685816e-06,0.0,1.0729404954354297e-07,3.5210560874250387e-06,0.05914205933454104
18.82,0.9949533965128037,3.5459345136735046e-06,0.0,1.0481342987243261e-07,3.441121083801072e-06,0.059117521470439326
18.83,0.9951094921050974,3.4646329198215634e-06,0.0,1.0236739723460521e-07,3.3622655225869583e-06,0.059092781026786154
18.84,0.9952621539292501,3.3844424798501947e-06,0.0,9.99558554191797e-08,3.284486624431015e-06,0.05906784116691742
18.85,0.9954114239486636,3.3053602174972043e-06,0.0,9.757870420003872e-08,3.2077815132971656e-06,0.0590427050483016
18.86,0.9955573441431262,3.227383055485788e-06,0.0,9.523583935391458e-08,3.1321472161318735e-06,0.05901737582220751
18.87,0.9956999565038949,3.1505078152102054e-06,0.0,9.292715267860205e-08,3.0575806625316035e-06,0.058991856633373786
18.880000000000003,0.9958393030287347,3.074731216422279e-06,0.0,9.065253201128992e-08,2.984078684410989e-06,0.058966150619677346
18.89,0.9959754257169315,3.000049876918182e-06,0.0,8.841186124698766e-08,2.9116380156711946e-06,0.05894026091180139
18.9,0.996108366564199,2.926460312225924e-06,0.0,8.620502035704436e-08,2.8402552918688795e-06,0.058914190632898156
18.91,0.9962381675576069,2.8539589352935388e-06,0.0,8.403188540776476e-08,2.769927049885774e-06,0.058887942898254636
18.92,0.9963648706704475,2.782542056177776e-06,0.0,8.189232857909922e-08,2.7006497275986766e-06,0.05886152081495594
18.93,0.9964885178571183,2.712205881733376e-06,0.0,7.978621818340976e-08,2.6324196635499665e-06,0.05883492748155109
18.939999999999998,0.9966091510478492,2.6429465153029257e-06,0.0,7.771341868428765e-08,2.565233096618638e-06,0.05880816598771043
18.950000000000003,0.9967268121435033,2.574759956407321e-06,0.0,7.567379071543702e-08,2.499086165691884e-06,0.058781239413889345
18.96,0.996841543010289,2.507642100437017e-06,0.0,7.366719109960598e-08,2.433974909337411e-06,0.05875415083098795
18.97,0.9969533854743844,2.441588738343427e-06,0.0,7.169347286753949e-08,2.3698952654758877e-06,0.058726903300006364
18.98,0.997062381316681,2.3765955563313e-06,0.0,6.975248527698757e-08,2.3068430710543123e-06,0.05869949987170976
18.990000000000002,0.9971685722672472,2.3126581355515868e-06,0.0,6.784407383171305e-08,2.2448140617198736e-06,0.0586719435862765
19.0,0.9972719999999935,2.249771951794852e-06,0.0,6.596808030053234e-08,2.1838038714943194e-06,0.05864423747296119
19.009999999999998,0.9973727061271536,2.1879323751851932e-06,0.0,6.412434273634865e-08,2.1238080324488447e-06,0.05861638454974731
19.02,0.9974707321937188,2.1271346698749175e-06,0.0,6.231269549518872e-08,2.0648219743797287e-06,0.05858838782299845
19.03,0.9975661196719336,2.067373993739749e-06,0.0,6.053296925523637e-08,2.0068410244845127e-06,0.05856025028711525
19.04,0.997658909955657,2.0086453980745803e-06,0.0,5.878499103584065e-08,1.9498604070387397e-06,0.05853197492418519
19.05,0.9977491443547457,1.9509438272897336e-06,0.0,5.706858421650155e-08,1.893875243073232e-06,0.05850356470363544
19.060000000000002,0.99783686408934,1.8942641186080277e-06,0.0,5.538356855582583e-08,1.8388805500522018e-06,0.05847502258188118
19.07,0.9979221102841151,1.8386010017622623e-06,0.0,5.372976021043855e-08,1.7848712415518238e-06,0.05844635150197312
19.08,0.9980049239625952,1.7839490986932393e-06,0.0,5.210697175385174e-08,1.7318421269393875e-06,0.05841755439325104
19.09,0.9980853460412789,1.7303029232485077e-06,0.0,5.051501219527282e-08,1.6797879110532348e-06,0.0583886341709865
19.1,0.9981634173238092,1.6776568808816725e-06,0.0,4.895368699835513e-08,1.6287031938833173e-06,0.05835959373603034
19.11,0.998239178495048,1.6260052683521669e-06,0.0,4.742279809987171e-08,1.5785824702522953e-06,0.058330435974455516
