R,r,m,n_r,n_t,rho,p_r,p_t,Phi_unnormalized
18.18,18.16453125249016,0.020966666347567643,0.9995325307896652,1.00085159078948,1.0012359098258683e-06,7.122249080245393e-11,3.3531009138150985e-10,0.0002952420607772691
18.189999999999998,18.174524371234604,0.0210081745927398,0.9995315629066057,1.0008515011699501,1.0012347608568286e-06,7.08753236116086e-11,3.3513859733886454e-10,0.0002958789852997158
18.2,18.18451748314315,0.021049728432833884,0.9995305930674183,1.0008514120251584,1.001233610879076e-06,7.052763032203522e-11,3.3496706359197336e-10,0.00029651646961092055
18.21,18.19451058822833,0.021091327892773404,0.999529621275458,1.0008513233536325,1.0012324598930261e-06,7.017941166069983e-11,3.3479548989964365e-10,0.0002971545134825157
18.22,18.204503686502637,0.021132972997481646,0.9995286475340687,1.000851235153906,1.0012313078990929e-06,6.98306683547802e-11,3.346238760251297e-10,0.000297793116686641
18.23,18.21449677797855,0.021174663771881708,0.9995276718465828,1.000851147424517,1.001230154897687e-06,6.948140112870127e-11,3.3445222173168584e-10,0.00029843227899594435
18.240000000000002,18.224489862668488,0.0212164002408964,0.9995266942163217,1.0008510601640097,1.0012290008892237e-06,6.91316107026528e-11,3.342805267817193e-10,0.0002990720001835694
18.25,18.23448294058484,0.021258182429448325,0.9995257146465956,1.0008509733709325,1.0012278458741119e-06,6.878129779661279e-11,3.341087909412372e-10,0.00029971228002315965
18.259999999999998,18.244476011739966,0.021300010362459865,0.9995247331407036,1.0008508870438395,1.0012266898527627e-06,6.843046312801815e-11,3.3393701397582325e-10,0.0003003531182888657
18.27,18.254469076146197,0.021341884064853184,0.9995237497019336,1.0008508011812898,1.0012255328255851e-06,6.807910741007062e-11,3.337651956516963e-10,0.00030099451475533185
18.28,18.264462133815815,0.02138380356155018,0.9995227643335627,1.0008507157818471,1.0012243747929882e-06,6.772723135554843e-11,3.335933357357105e-10,0.00030163646919769587
18.29,18.27445518476107,0.02142576887747252,0.9995217770388569,1.0008506308440808,1.0012232157553788e-06,6.73748356746887e-11,3.334214339968377e-10,0.00030227898139158904
18.3,18.284448228994183,0.021467780037541687,0.9995207878210713,1.0008505463665651,1.0012220557131646e-06,6.702192107391692e-11,3.332494902040496e-10,0.0003029220511131373
18.310000000000002,18.294441266527336,0.021509837066678885,0.9995197966834501,1.000850462347879,1.0012208946667511e-06,6.666848825902328e-11,3.3307750412758853e-10,0.0003035656781389594
18.32,18.304434297372676,0.02155193998980509,0.9995188036292266,1.0008503787866068,1.0012197326165422e-06,6.631453793346865e-11,3.3290547553812033e-10,0.00030420986224616797
18.33,18.314427321542315,0.02159408883184108,0.9995178086616229,1.0008502956813379,1.0012185695629433e-06,6.596007079753751e-11,3.3273340420821664e-10,0.00030485460321236994
18.34,18.324420339048338,0.021636283617707395,0.9995168117838507,1.000850213030666,1.001217405506357e-06,6.56050875487615e-11,3.325612899096021e-10,0.00030549990081565496
18.35,18.33441334990279,0.02167852437232431,0.9995158129991109,1.0008501308331905,1.0012162404471858e-06,6.524958888403698e-11,3.323891324165424e-10,0.00030614575483459876
18.36,18.34440635411767,0.02172081112061188,0.9995148123105936,1.0008500490875154,1.0012150743858308e-06,6.489357549750744e-11,3.3221693150330325e-10,0.00030679216504827
18.37,18.35439935170497,0.02176314388748997,0.9995138097214782,1.0008499677922493,1.0012139073226922e-06,6.453704807950474e-11,3.3204468694499745e-10,0.0003074391312362183
18.380000000000003,18.364392342676627,0.021805522697878155,0.9995128052349338,1.000849886946006,1.00121273925817e-06,6.418000732057249e-11,3.318723985184318e-10,0.00030808665317847323
18.39,18.374385327044546,0.021847947576695798,0.9995117988541189,1.0008498065474045,1.0012115701926634e-06,6.382245390701914e-11,3.3170006599977783e-10,0.00030873473065554466
18.4,18.384378304820604,0.021890418548862048,0.9995107905821811,1.0008497265950678,1.0012104001265697e-06,6.346438852388257e-11,3.315276891677482e-10,0.00030938336344842336
18.41,18.39437127601665,0.021932935639295822,0.999509780422258,1.0008496470876245,1.0012092290602867e-06,6.31058118540831e-11,3.3135526780105553e-10,0.0003100325513385806
18.42,18.404364240644487,0.021975498872915774,0.9995087683774763,1.0008495680237073,1.0012080569942098e-06,6.27467245777882e-11,3.3118280167820073e-10,0.00031068229410796753
18.43,18.414357198715887,0.022018108274640333,0.9995077544509521,1.0008494894019544,1.001206883928735e-06,6.238712737304773e-11,3.310102905806493e-10,0.0003113325915390158
18.439999999999998,18.424350150242592,0.022060763869387715,0.9995067386457916,1.0008494112210085,1.0012057098642564e-06,6.202702091642927e-11,3.3083773428965494e-10,0.00031198344341462744
18.45,18.434343095236315,0.022103465682075916,0.9995057209650907,1.0008493334795168,1.001204534801168e-06,6.166640588111224e-11,3.3066513258689495e-10,0.00031263484951817787
18.46,18.44433603370873,0.022146213737622652,0.9995047014119345,1.0008492561761315,1.001203358739862e-06,6.130528293921729e-11,3.3049248525574064e-10,0.00031328680963352154
18.47,18.454328965671476,0.022189008060945422,0.9995036799893982,1.0008491793095091,1.00120218168073e-06,6.094365276032396e-11,3.303197920791398e-10,0.0003139393235449807
18.48,18.464321891136162,0.02223184867696153,0.9995026567005467,1.0008491028783117,1.0012010036241644e-06,6.058151601104719e-11,3.3014705284279315e-10,0.0003145923910373455
18.490000000000002,18.47431481011437,0.022274735610587997,0.999501631548435,1.000849026881205,1.001199824570554e-06,6.02188733569431e-11,3.29974267330919e-10,0.00031524601189587327
18.5,18.48430772261764,0.02231766888674162,0.9995006045361077,1.00084895131686,1.0011986445202893e-06,5.985572546145027e-11,3.2980143533112383e-10,0.0003159001859062886
18.509999999999998,18.494300628657484,0.022360648530338985,0.9994995756665994,1.0008488761839518,1.0011974634737583e-06,5.949207298525439e-11,3.2962855662910833e-10,0.00031655491285478436
18.52,18.504293528245384,0.02240367456629645,0.9994985449429346,1.0008488014811612,1.0011962814313494e-06,5.912791658692357e-11,3.2945563101374954e-10,0.00031721019252802077
18.53,18.514286421392786,0.022446747019530103,0.9994975123681273,1.0008487272071722,1.0011950983934481e-06,5.876325692354362e-11,3.2928265827307744e-10,0.0003178660247131252
18.54,18.524279308111097,0.022489865914955803,0.9994964779451823,1.0008486533606744,1.0011939143604415e-06,5.839809464860046e-11,3.291096381968161e-10,0.0003185224091976825
18.55,18.53427218841171,0.02253303127748922,0.9994954416770938,1.0008485799403617,1.0011927293327146e-06,5.803243041579177e-11,3.289365705755367e-10,0.0003191793457697387
18.560000000000002,18.544265062305968,0.02257624313204574,0.9994944035668466,1.0008485069449324,1.001191543310652e-06,5.766626487458006e-11,3.2876345519959847e-10,0.0003198368342178061
18.57,18.55425792980519,0.022619501503540522,0.9994933636174151,1.0008484343730892,1.0011903562946364e-06,5.729959867358081e-11,3.2859029186169017e-10,0.00032049487433085197
18.58,18.564250790920664,0.02266280641688851,0.9994923218317646,1.0008483622235398,1.0011891682850515e-06,5.693243245908016e-11,3.2841708035301815e-10,0.00032115346589829924
18.59,18.574243645663646,0.02270615789700443,0.99949127821285,1.0008482904949958,1.0011879792822783e-06,5.656476687482315e-11,3.2824382046902397e-10,0.0003218126087100257
18.6,18.584236494045363,0.022749555968802723,0.9994902327636168,1.0008482191861736,1.001186789286698e-06,5.619660256370778e-11,3.280705120030316e-10,0.000322472302556364
18.61,18.594229336077,0.022793000657197606,0.9994891854870007,1.0008481482957943,1.0011855982986923e-06,5.582794016376163e-11,3.278971547496355e-10,0.00032313254722810165
18.62,18.60422217176972,0.02283649198710311,0.9994881363859276,1.0008480778225828,1.0011844063186392e-06,5.5458780315341595e-11,3.2772374850491254e-10,0.00032379334251648204
18.630000000000003,18.614215001134657,0.022880029983432984,0.9994870854633134,1.0008480077652688,1.0011832133469174e-06,5.508912365202833e-11,3.275502930655748e-10,0.000324454688213203
18.64,18.624207824182896,0.02292361467110073,0.999486032722065,1.0008479381225868,1.001182019383905e-06,5.471897080994357e-11,3.2737678822939315e-10,0.00032511658411040747
18.65,18.634200640925513,0.02296724607501966,0.9994849781650795,1.000847868893275,1.0011808244299789e-06,5.4348322419068076e-11,3.272032337935032e-10,0.0003257790300006874
18.66,18.644193451373546,0.023010924220102844,0.9994839217952444,1.000847800076076,1.0011796284855155e-06,5.3977179110017875e-11,3.2702962955736993e-10,0.00032644202567708907
18.67,18.654186255537997,0.023054649131263084,0.9994828636154376,1.0008477316697377,1.0011784315508902e-06,5.360554151044438e-11,3.2685597532088177e-10,0.0003271055709331012
18.68,18.664179053429837,0.02309842083341295,0.9994818036285278,1.0008476636730108,1.0011772336264767e-06,5.3233410245669667e-11,3.266822708835037e-10,0.00032776966556265555
18.689999999999998,18.674171845060012,0.02314223935146481,0.9994807418373742,1.0008475960846517,1.0011760347126498e-06,5.286078594038053e-11,3.26508516047877e-10,0.00032843430936012737
18.700000000000003,18.684164630439444,0.023186104710330804,0.9994796782448269,1.0008475289034202,1.0011748348097826e-06,5.2487669215452125e-11,3.263347106143137e-10,0.0003290995021203352
18.71,18.694157409579,0.02323001693492274,0.9994786128537261,1.000847462128081,1.0011736339182466e-06,5.211406069154784e-11,3.2616085438651387e-10,0.000329765243638539
18.72,18.704150182489535,0.023273976050152297,0.9994775456669028,1.0008473957574027,1.0011724320384138e-06,5.173996098636645e-11,3.259869471675424e-10,0.0003304315337104434
18.73,18.71414294918188,0.023317982080930888,0.9994764766871789,1.0008473297901581,1.0011712291706542e-06,5.136537071485388e-11,3.258129887619464e-10,0.0003310983721321956
18.740000000000002,18.72413570966682,0.02336203505216967,0.9994754059173667,1.0008472642251247,1.0011700253153383e-06,5.099029049216781e-11,3.25638978973426e-10,0.0003317657587003759
18.75,18.734128463955113,0.023406134988779557,0.9994743333602697,1.0008471990610839,1.0011688204728346e-06,5.061472092965426e-11,3.254649176097047e-10,0.00033243369321200113
18.759999999999998,18.744121212057493,0.023450281915671257,0.999473259018682,1.000847134296821,1.0011676146435113e-06,5.0238662637176957e-11,3.2529080447490615e-10,0.00033310217546453087
18.77,18.754113953984668,0.023494475857755246,0.9994721828953884,1.000847069931126,1.0011664078277357e-06,4.9862116223117317e-11,3.251166393780244e-10,0.00033377120525585616
18.78,18.764106689747305,0.023538716839941725,0.999471104993165,1.0008470059627927,1.0011652000258745e-06,4.948508229352741e-11,3.249424221255125e-10,0.0003344407823842986
18.79,18.774099419356038,0.02358300488714066,0.9994700253147788,1.0008469423906197,1.0011639912382947e-06,4.9107561452341734e-11,3.2476815252657617e-10,0.0003351109066486114
18.8,18.78409214282149,0.023627340024261832,0.9994689438629875,1.0008468792134089,1.0011627814653608e-06,4.872955430243598e-11,3.245938303904213e-10,0.00033578157784797954
18.810000000000002,18.794084860154243,0.02367172227621473,0.9994678606405397,1.0008468164299662,1.001161570707436e-06,4.8351061443933e-11,3.2441945552752426e-10,0.0003364527957820188
18.82,18.80407757136484,0.023716151667908615,0.9994667756501754,1.000846754039103,1.001160358964886e-06,4.797208347526157e-11,3.242450277475144e-10,0.0003371245602507761
18.83,18.814070276463813,0.02376062822425253,0.9994656888946253,1.0008466920396335,1.001159146238072e-06,4.7592620992944635e-11,3.240705468627739e-10,0.0003377968710547303
18.84,18.82406297546166,0.02380515197015529,0.9994646003766111,1.000846630430376,1.0011579325273558e-06,4.721267459202285e-11,3.238960126854732e-10,0.0003384697279947823
18.85,18.834055668368844,0.02384972293052543,0.9994635100988462,1.0008465692101534,1.001156717833099e-06,4.683224486520751e-11,3.23721425027571e-10,0.0003391431308722576
18.86,18.844048355195792,0.02389434113027127,0.9994624180640345,1.0008465083777929,1.0011555021556633e-06,4.6451332403515865e-11,3.235467837035671e-10,0.0003398170794889123
18.87,18.85404103595292,0.023939006594300906,0.9994613242748713,1.0008464479321248,1.0011542854954073e-06,4.606993779521229e-11,3.2337208852753775e-10,0.0003404915736469233
18.880000000000003,18.864033710650606,0.02398371934752218,0.9994602287340437,1.0008463878719842,1.0011530678526896e-06,4.5688061628984685e-11,3.231973393148298e-10,0.0003411666131488867
18.89,18.874026379299195,0.02402847941484267,0.9994591314442293,1.0008463281962097,1.0011518492278696e-06,4.5305704489074025e-11,3.230225358797312e-10,0.00034184219779781857
18.9,18.884019041909013,0.024073286821169763,0.9994580324080974,1.0008462689036437,1.0011506296213033e-06,4.4922866959721286e-11,3.228476780399182e-10,0.00034251832739715544
18.91,18.894011698490356,0.024118141591410604,0.9994569316283086,1.0008462099931335,1.0011494090333488e-06,4.453954962199107e-11,3.226727656120081e-10,0.00034319500175075386
18.92,18.90400434905348,0.024163043750472065,0.9994558291075147,1.0008461514635296,1.0011481874643617e-06,4.41557530563127e-11,3.224977984138888e-10,0.00034387222066289004
18.93,18.91399699360862,0.024207993323260783,0.9994547248483588,1.0008460933136865,1.0011469649146966e-06,4.3771477840362654e-11,3.2232277626387183e-10,0.0003445499839382599
18.939999999999998,18.923989632165988,0.024252990334683183,0.9994536188534756,1.0008460355424629,1.0011457413847084e-06,4.338672455033509e-11,3.2214769898132734e-10,0.0003452282913819711
18.950000000000003,18.933982264735764,0.02429803480964547,0.9994525111254912,1.0008459781487211,1.0011445168747508e-06,4.300149376115362e-11,3.219725663860491e-10,0.0003459071427995456
18.96,18.943974891328093,0.024343126773053517,0.9994514016670232,1.0008459211313272,1.001143291385176e-06,4.261578604435372e-11,3.2179737829804257e-10,0.0003465865379969229
18.97,18.9539675119531,0.024388266249813044,0.9994502904806806,1.0008458644891518,1.001142064916337e-06,4.22296019718944e-11,3.216221345387956e-10,0.00034726647678045327
18.98,18.96396012662088,0.024433453264829524,0.999449177569064,1.000845808221069,1.0011408374685852e-06,4.184294211213476e-11,3.214468349302195e-10,0.00034794695895689563
18.990000000000002,18.973952735341502,0.02447868784300816,0.9994480629347661,1.0008457523259564,1.0011396090422714e-06,4.145580703258688e-11,3.212714792946491e-10,0.00034862798433341746
19.0,18.983945338125,0.024523970009253906,0.9994469465803705,1.0008456968026955,1.0011383796377445e-06,4.1068197298221726e-11,3.2109606745568976e-10,0.00034930955271759534
19.009999999999998,18.993937934981385,0.024569299788471513,0.9994458285084529,1.0008456416501725,1.0011371492553555e-06,4.068011347337501e-11,3.2092059923673517e-10,0.00034999166391741526
19.02,19.00393052592065,0.024614677205565493,0.9994447087215803,1.0008455868672763,1.001135917895452e-06,4.029155611920605e-11,3.207450744624495e-10,0.00035067431774127224
19.03,19.013923110952746,0.024660102285440088,0.9994435872223115,1.0008455324529,1.0011346855583812e-06,3.990252579687418e-11,3.205694929579204e-10,0.00035135751399797
19.04,19.02391569008759,0.024705575052999293,0.9994424640131971,1.0008454784059408,1.0011334522444914e-06,3.951302306393883e-11,3.2039385454908263e-10,0.00035204125249671243
19.05,19.0339082633351,0.024751095533146916,0.9994413390967796,1.0008454247252991,1.0011322179541277e-06,3.9123048477535935e-11,3.2021815906271796e-10,0.00035272553304710745
19.060000000000002,19.043900830705145,0.024796663750786478,0.999440212475593,1.0008453714098795,1.001130982687637e-06,3.873260259141327e-11,3.2004240632497286e-10,0.00035341035545917064
19.07,19.053893392207563,0.024842279730821256,0.9994390841521633,1.00084531845859,1.0011297464453627e-06,3.8341685960377426e-11,3.198665961643232e-10,0.0003540957195433159
19.08,19.063885947852178,0.024887943498154316,0.9994379541290085,1.0008452658703424,1.0011285092276503e-06,3.795029913436454e-11,3.196907284094565e-10,0.0003547816251103561
19.09,19.073878497648792,0.024933655077688487,0.9994368224086383,1.0008452136440522,1.0011272710348416e-06,3.7558442664581296e-11,3.1951480288927213e-10,0.0003554680719715025
19.1,19.08387104160716,0.02497941449432632,0.9994356889935545,1.000845161778639,1.0011260318672818e-06,3.716611709799923e-11,3.193388194328812e-10,0.0003561550599383642
19.11,19.093863579737025,0.02502522177297014,0.9994345538862508,1.000845110273025,1.0011247917253106e-06,3.6773322980742827e-11,3.1916277787087716e-10,0.0003568425888229488
19.12,19.1038561120481,0.025071076938522053,0.9994334170892127,1.0008450591261373,1.001123550609271e-06,3.638006085808955e-11,3.189866780347004e-10,0.000357530658437663
19.130000000000003,19.113848638550067,0.025116980015883902,0.9994322786049176,1.000845008336906,1.0011223085195019e-06,3.598633127298752e-11,3.188105197555796e-10,0.0003582192685953112
19.14,19.123841159252585,0.02516293102995727,0.9994311384358352,1.0008449579042649,1.0011210654563442e-06,3.559213476647903e-11,3.1863430286686107e-10,0.0003589084191090878
19.15,19.133833674165285,0.02520893000564354,0.9994299965844273,1.0008449078271513,1.0011198214201369e-06,3.519747187748879e-11,3.1845802719934994e-10,0.0003595981097925804
19.16,19.14382618329778,0.02525497696784385,0.9994288530531475,1.0008448581045064,1.0011185764112185e-06,3.4802343144306247e-11,3.1828169258766305e-10,0.00036028834045977436
19.17,19.15381868665964,0.025301071941459065,0.9994277078444419,1.0008448087352748,1.0011173304299262e-06,3.440674910310325e-11,3.1810529886662897e-10,0.00036097911092504285
19.18,19.16381118426042,0.025347214951389807,0.9994265609607486,1.0008447597184047,1.0011160834765975e-06,3.401069028856934e-11,3.1792884586980573e-10,0.0003616704210031469
19.189999999999998,19.173803676109653,0.025393406022536487,0.9994254124044978,1.0008447110528478,1.0011148355515688e-06,3.3614167233488254e-11,3.1775233343329244e-10,0.00036236227050923635
19.200000000000003,19.18379616221684,0.025439645179799294,0.9994242621781121,1.0008446627375596,1.001113586655176e-06,3.3217180468737885e-11,3.175757613923412e-10,0.0003630546592588492
19.21,19.193788642591446,0.02548593244807807,0.9994231102840063,1.0008446147714987,1.0011123367877535e-06,3.2819730523925584e-11,3.173991295843217e-10,0.0003637475870679102
19.22,19.203781117242926,0.025532267852272524,0.9994219567245874,1.0008445671536275,1.001111085949636e-06,3.2421817927176394e-11,3.1722243784618007e-10,0.0003644410537527337
19.23,19.213773586180704,0.025578651417282095,0.9994208015022545,1.000844519882912,1.0011098341411563e-06,3.202344320492129e-11,3.170456860163448e-10,0.00036513505913002194
19.240000000000002,19.223766049414177,0.02562508316800595,0.9994196446193993,1.0008444729583212,1.0011085813626478e-06,3.1624606881050155e-11,3.16868873931762e-10,0.0003658296030168565
19.25,19.23375850695271,0.025671563129343013,0.9994184860784056,1.0008444263788285,1.0011073276144424e-06,3.122530947945286e-11,3.166920014329778e-10,0.00036652468523070184
19.259999999999998,19.243750958805656,0.025718091326192,0.9994173258816499,1.00084438014341,1.0011060728968718e-06,3.0825551521054673e-11,3.165150683588441e-10,0.00036722030558941014
19.27,19.253743404982334,0.025764667783451385,0.9994161640315008,1.0008443342510454,1.001104817210267e-06,3.0425333525298546e-11,3.163380745494835e-10,0.00036791646391121194
19.28,19.26373584549204,0.02581129252601936,0.9994150005303197,1.0008442887007178,1.0011035605549576e-06,3.002465601120392e-11,3.161610198465008e-10,0.00036861316001471535
19.29,19.273728280344034,0.025857965578793874,0.9994138353804605,1.0008442434914142,1.0011023029312737e-06,2.9623519494402097e-11,3.15983904090442e-10,0.0003693103937189065
19.3,19.283720709547577,0.02590468696667269,0.999412668584269,1.000844198622124,1.0011010443395425e-06,2.9221924490736146e-11,3.1580672712397085e-10,0.0003700081648431506
19.310000000000002,19.293713133111876,0.025951456714553272,0.9994115001440844,1.0008441540918411,1.0010997847800944e-06,2.8819871512872756e-11,3.156294887891156e-10,0.00037070647320719006
19.32,19.30370555104612,0.025998274847332838,0.9994103300622376,1.0008441098995626,1.0010985242532552e-06,2.8417361074113895e-11,3.1545218892959873e-10,0.00037140531863114556
19.33,19.313697963359488,0.026045141389908398,0.9994091583410524,1.0008440660442883,1.0010972627593524e-06,2.801439368289109e-11,3.1527482738914264e-10,0.00037210470093551644
19.34,19.323690370061122,0.026092056367176722,0.9994079849828451,1.0008440225250217,1.0010960002987108e-06,2.761096984805938e-11,3.1509740401146974e-10,0.00037280461994117215
19.35,19.33368277116014,0.026139019804034293,0.999406809989925,1.00084397934077,1.0010947368716566e-06,2.7207090077838538e-11,3.1491991864242005e-10,0.0003735050754693546
19.36,19.343675166665633,0.02618603172537736,0.9994056333645938,1.0008439364905433,1.0010934724785148e-06,2.6802754876636682e-11,3.147423711271983e-10,0.00037420606734168326
19.37,19.353667556586675,0.026233092156101975,0.9994044551091457,1.0008438939733553,1.0010922071196085e-06,2.6397964748861932e-11,3.1456476131185624e-10,0.00037490759538014667
19.380000000000003,19.36365994093231,0.02628020112110389,0.999403275225868,1.0008438517882228,1.001090940795262e-06,2.59927201974401e-11,3.1438708904244564e-10,0.00037560965940710124
19.39,19.373652319711546,0.026327358645278614,0.9994020937170406,1.000843809934166,1.001089673505797e-06,2.5587021722755902e-11,3.142093541677711e-10,0.00037631225924527175
19.4,19.38364469293339,0.02637456475352145,0.9994009105849362,1.0008437684102087,1.0010884052515368e-06,2.51808698239235e-11,3.1403155653430795e-10,0.00037701539471775205
19.41,19.393637060606817,0.026421819470727453,0.9993997258318202,1.0008437272153772,1.0010871360328022e-06,2.477426499878651e-11,3.1385369599001373e-10,0.00037771906564800433
19.42,19.403629422740767,0.026469122821791393,0.9993985394599509,1.0008436863487018,1.0010858658499132e-06,2.4367207744765027e-11,3.136757723860224e-10,0.00037842327185985886
19.43,19.413621779344158,0.02651647483160781,0.9993973514715793,1.0008436458092156,1.0010845947031907e-06,2.395969855504399e-11,3.1349778556944453e-10,0.00037912801317751437
19.439999999999998,19.423614130425893,0.026563875525071015,0.9993961618689491,1.0008436055959553,1.0010833225929539e-06,2.355173792365536e-11,3.133197353918376e-10,0.0003798332894255308
19.450000000000003,19.43360647599485,0.026611324927075103,0.9993949706542974,1.0008435657079606,1.001082049519521e-06,2.3143326342513524e-11,3.1314162170327675e-10,0.00038053910042883186
19.46,19.44359881605987,0.02665882306251382,0.999393777829854,1.0008435261442745,1.0010807754832106e-06,2.2734464301627042e-11,3.1296344435510773e-10,0.00038124544601270756
19.47,19.453591150629777,0.026706369956280764,0.9993925833978413,1.0008434869039433,1.0010795004843406e-06,2.2325152289310408e-11,3.1278520319867624e-10,0.0003819523260028084
19.48,19.463583479713385,0.026753965633269268,0.9993913873604754,1.0008434479860158,1.0010782245232258e-06,2.19153907934546e-11,3.126068980874456e-10,0.00038265974022514397
19.490000000000002,19.473575803319466,0.0268016101183724,0.999390189719965,1.000843409389545,1.0010769476001844e-06,2.1505180299621253e-11,3.1242852887297323e-10,0.0003833676885060822
19.5,19.48356812145677,0.02684930343648296,0.9993889904785117,1.0008433711135865,1.0010756697155315e-06,2.1094521291466182e-11,3.12250095408299e-10,0.0003840761706723503
19.509999999999998,19.49356043413403,0.02689704561249355,0.9993877896383104,1.000843333157199,1.0010743908695813e-06,2.0683414253068716e-11,3.1207159754921546e-10,0.00038478518655103494
19.52,19.503552741359957,0.026944836671296525,0.999386587201549,1.0008432955194446,1.0010731110626478e-06,2.0271859664696535e-11,3.1189303514876246e-10,0.00038549473596958205
19.53,19.513545043143232,0.026992676637783954,0.9993853831704084,1.0008432581993887,1.0010718302950458e-06,1.985985800661732e-11,3.117144080627326e-10,0.000386204818755796
19.54,19.52353733949251,0.02704056553684767,0.9993841775470624,1.000843221196099,1.0010705485670868e-06,1.9447409756981172e-11,3.11535716145648e-10,0.00038691543473783296
19.55,19.53352963041643,0.027088503393379298,0.9993829703336786,1.0008431845086472,1.001069265879084e-06,1.903451539266764e-11,3.1135695925414835e-10,0.0003876265837442039
19.560000000000002,19.54352191592361,0.02713649023227017,0.9993817615324172,1.0008431481361078,1.0010679822313484e-06,1.8621175389920994e-11,3.111781372459321e-10,0.0003883382656037777
19.57,19.55351419602263,0.027184526078411375,0.9993805511454319,1.000843112077558,1.0010666976241915e-06,1.820739022180914e-11,3.109992499763683e-10,0.000389050480145773
19.58,19.56350647072206,0.027232610956693784,0.9993793391748694,1.0008430763320788,1.0010654120579234e-06,1.779316036118822e-11,3.1082029730400255e-10,0.0003897632271997592
19.59,19.573498740030452,0.027280744892008022,0.9993781256228701,1.0008430408987536,1.0010641255328536e-06,1.7378486279432068e-11,3.106412790873803e-10,0.0003904765065956557
19.6,19.58349100395632,0.027328927909244433,0.9993769104915672,1.000843005776669,1.0010628380492913e-06,1.6963368446008695e-11,3.104621951848353e-10,0.0003911903181637312
19.61,19.593483262508155,0.027377160033293112,0.9993756937830877,1.0008429709649151,1.0010615496075458e-06,1.654780732953908e-11,3.1028304545533657e-10,0.0003919046617346045
19.62,19.60347551569444,0.027425441289043964,0.9993744754995512,1.0008429364625844,1.0010602602079238e-06,1.6131803396526618e-11,3.101038297589119e-10,0.0003926195371392453
19.630000000000003,19.613467763523627,0.027473771701386585,0.9993732556430711,1.0008429022687728,1.0010589698507332e-06,1.571535711283943e-11,3.0992454795643614e-10,0.0003933349442089724
19.64,19.62346000600413,0.027522151295210334,0.9993720342157542,1.0008428683825794,1.0010576785362805e-06,1.5298468942228055e-11,3.097451999083606e-10,0.0003940508827754476
19.65,19.633452243144372,0.027570580095404345,0.9993708112197005,1.0008428348031053,1.001056386264871e-06,1.488113934738424e-11,3.095657854757719e-10,0.0003947673526706781
19.66,19.643444474952734,0.027619058126857516,0.9993695866570036,1.0008428015294557,1.0010550930368107e-06,1.4463368789305667e-11,3.093863045203919e-10,0.0003954843537270209
19.67,19.65343670143757,0.027667585414458455,0.9993683605297504,1.0008427685607382,1.001053798852404e-06,1.4045157728142984e-11,3.0920675690478946e-10,0.0003962018857771735
19.68,19.663428922607217,0.027716161983095525,0.9993671328400214,1.0008427358960639,1.001052503711955e-06,1.3626506622988049e-11,3.090271424928041e-10,0.0003969199486541746
19.689999999999998,19.673421138469998,0.027764787857656865,0.9993659035898907,1.000842703534546,1.0010512076157677e-06,1.3207415929968104e-11,3.088474611465812e-10,0.00039763854219140464
19.700000000000003,19.68341334903421,0.0278134630630304,0.9993646727814257,1.0008426714753011,1.0010499105641447e-06,1.2787886104363358e-11,3.0866771272996017e-10,0.00039835766622258557
19.71,19.693405554308114,0.02786218762410369,0.9993634404166873,1.0008426397174488,1.0010486125573877e-06,1.236791760145402e-11,3.084878971086863e-10,0.0003990773205817789
19.72,19.70339775429996,0.02791096156576415,0.9993622064977302,1.0008426082601116,1.0010473135957992e-06,1.1947510873979201e-11,3.083080141459638e-10,0.00039979750510338893
19.73,19.71338994901798,0.02795978491289894,0.9993609710266024,1.000842577102415,1.0010460136796797e-06,1.1526666373407461e-11,3.0812806370859675e-10,0.0004005182196221609
19.740000000000002,19.723382138470374,0.02800865769039492,0.9993597340053456,1.0008425462434871,1.0010447128093307e-06,1.1105384549936812e-11,3.0794804566148334e-10,0.00040123946397317375
19.75,19.733374322665327,0.028057579923138717,0.9993584954359952,1.0008425156824587,1.0010434109850504e-06,1.0683665852282957e-11,3.0776795987163943e-10,0.000401961237991843
19.759999999999998,19.743366501610996,0.028106551636016733,0.9993572553205801,1.000842485418464,1.0010421082071386e-06,1.026151072810281e-11,3.0758780620502205e-10,0.0004026835415139254
19.77,19.75335867531553,0.028155572853915126,0.9993560136611231,1.0008424554506403,1.0010408044758945e-06,9.838919623147459e-12,3.0740758453097636e-10,0.00040340637437551017
19.78,19.763350843787038,0.028204643601719766,0.9993547704596407,1.0008424257781265,1.001039499791615e-06,9.415892983167992e-12,3.072272947154594e-10,0.00040412973641301876
19.79,19.77334300703361,0.028253763904316272,0.999353525718143,1.0008423964000657,1.0010381941545982e-06,8.992431250739124e-12,3.070469366276046e-10,0.00040485362746320536
19.8,19.78333516506333,0.02830293378659007,0.9993522794386338,1.000842367315603,1.0010368875651413e-06,8.568534868223812e-12,3.0686651013612183e-10,0.0004055780473631574
19.810000000000002,19.79332731788425,0.02835215327342628,0.9993510316231109,1.0008423385238867,1.0010355800235396e-06,8.144204276714463e-12,3.0668601511056803e-10,0.00040630299595029434
19.82,19.803319465504387,0.028401422389709777,0.9993497822735657,1.000842310024068,1.0010342715300903e-06,7.71943991539766e-12,3.065054514205001e-10,0.0004070284730623683
