R,r,m,n_r,n_t,rho,p_r,p_t,Phi_unnormalized
13.24,13.22670833093123,0.005531894275814757,0.9996580838176778,1.001004911330636,1.0016686281394892e-06,1.5410684380615204e-10,4.23832663058533e-10,5.540711150465548e-05
13.25,13.236707555691073,0.005553930235841315,0.9996589125161838,1.0010042107716743,1.0016680559917897e-06,1.5419660497876278e-10,4.2361599176211593e-10,5.5724205212258973e-05
13.26,13.246706758694966,0.00557599945300236,0.9996597344116688,1.0010035129143557,1.0016674824345466e-06,1.5428481415238601e-10,4.2339967250953237e-10,5.6042079743753826e-05
13.27,13.2567059400061,0.005598101952319607,0.9996605495273408,1.001002817747792,1.001666907469242e-06,1.5437147618412043e-10,4.231837033235957e-10,5.636073428187441e-05
13.280000000000001,13.26670509968743,0.005620237758814603,0.9996613578863026,1.001002125261146,1.001666331097356e-06,1.5445659590734779e-10,4.229680822353778e-10,5.668016801181485e-05
13.29,13.276704237801663,0.005642406897508717,0.999662159511552,1.0010014354436307,1.0016657533203636e-06,1.5454017813448577e-10,4.2275280728547976e-10,5.700038012122876e-05
13.3,13.286703354411284,0.005664609393423172,0.9996629544259817,1.0010007482845098,1.001665174139735e-06,1.5462222765677624e-10,4.2253787652572576e-10,5.7321369800229855e-05
13.31,13.296702449578525,0.005686845271578997,0.9996637426523797,1.0010000637730971,1.0016645935569365e-06,1.547027492430147e-10,4.223232880147163e-10,5.7643136241391165e-05
13.32,13.306701523365389,0.005709114556997072,0.9996645242134287,1.0009993818987568,1.0016640115734293e-06,1.5478174764018554e-10,4.221090398220633e-10,5.796567863974564e-05
13.33,13.316700575833636,0.005731417274698101,0.9996652991317067,1.0009987026509028,1.001663428190669e-06,1.5485922757346206e-10,4.218951300260607e-10,5.82889961927859e-05
13.34,13.3266996070448,0.005753753449702621,0.9996660674296909,1.000998026018998,1.0016628434101065e-06,1.549351937489593e-10,4.21681556715167e-10,5.8613088100389874e-05
13.35,13.33669861706018,0.005776123107031,0.9996668291297566,1.0009973519925544,1.0016622572331918e-06,1.5500965084907542e-10,4.214683179856756e-10,5.8937953564844526e-05
13.36,13.346697605940838,0.005798526271703436,0.9996675842541747,1.000996680561133,1.0016616696613649e-06,1.55082603536515e-10,4.212554119444678e-10,5.926359179089044e-05
13.370000000000001,13.356696573747612,0.005820962968739965,0.999668332825116,1.0009960117143437,1.0016610806960656e-06,1.5515405645195985e-10,4.2104283670626013e-10,5.959000198563673e-05
13.379999999999999,13.366695520541105,0.005843433223160436,0.9996690748646524,1.0009953454418445,1.0016604903387286e-06,1.552240142176687e-10,4.2083059039635685e-10,5.991718335856067e-05
13.39,13.376694446381702,0.005865937059984556,0.9996698103947557,1.0009946817333408,1.001659898590785e-06,1.5529248143303052e-10,4.206186711466268e-10,6.0245135121508346e-05
13.4,13.386693351329551,0.005888474504231836,0.9996705394372983,1.0009940205785866,1.0016593054536617e-06,1.5535946267837592e-10,4.204070771010091e-10,6.057385648869382e-05
13.41,13.396692235444581,0.005911045580921634,0.9996712620140533,1.0009933619673825,1.0016587109287801e-06,1.5542496251328328e-10,4.2019580641064247e-10,6.090334667669979e-05
13.42,13.406691098786485,0.005933650315073132,0.9996719781466937,1.0009927058895778,1.0016581150175584e-06,1.5548898547530809e-10,4.199848572342891e-10,6.123360490447729e-05
13.43,13.416689941414733,0.005956288731705346,0.9996726878567933,1.0009920523350682,1.0016575177214076e-06,1.5555153608337112e-10,4.1977422774299315e-10,6.156463039334571e-05
13.44,13.426688763388576,0.005978960855837121,0.9996733911658305,1.0009914012937964,1.001656919041738e-06,1.5561261883564085e-10,4.195639161137279e-10,6.189642236692185e-05
13.45,13.436687564767043,0.006001666712487131,0.9996740880951869,1.000990752755751,1.0016563189799532e-06,1.5567223821038047e-10,4.1935392053257227e-10,6.222898005114237e-05
13.46,13.446686345608933,0.0060244063266738845,0.9996747786661447,1.0009901067109679,1.0016557175374528e-06,1.5573039866510085e-10,4.191442391949226e-10,6.256230267430665e-05
13.47,13.45668510597283,0.006047179723415708,0.9996754628998918,1.0009894631495286,1.0016551147156328e-06,1.5578710463825465e-10,4.1893487030506907e-10,6.289638946699509e-05
13.48,13.466683845917101,0.00606998692773077,0.9996761408175217,1.0009888220615601,1.0016545105158846e-06,1.5584236054881275e-10,4.187258120749251e-10,6.323123966206936e-05
13.49,13.476682565499893,0.006092827964637065,0.9996768124400333,1.0009881834372356,1.0016539049395981e-06,1.558961707960525e-10,4.1851706272572147e-10,6.356685249467225e-05
13.5,13.486681264779136,0.006115702859152414,0.9996774777883309,1.0009875472667724,1.0016532979881564e-06,1.5594853975913428e-10,4.1830862048715937e-10,6.390322720222767e-05
13.51,13.496679943812545,0.00613861163629447,0.9996781368832248,1.0009869135404341,1.0016526896629404e-06,1.559994717990072e-10,4.1810048359677497e-10,6.424036302444064e-05
13.52,13.506678602657614,0.0061615543210807155,0.9996787897454303,1.000986282248529,1.0016520799653251e-06,1.5604897125629157e-10,4.1789265030142183e-10,6.457825920329733e-05
13.530000000000001,13.516677241371621,0.006184530938528466,0.9996794363955687,1.0009856533814097,1.0016514688966803e-06,1.5609704245191425e-10,4.1768511885600033e-10,6.49169149830651e-05
13.54,13.526675860011629,0.006207541513654847,0.9996800768541702,1.0009850269294736,1.0016508564583737e-06,1.5614368968795556e-10,4.174778875226106e-10,6.525632961022429e-05
13.55,13.536674458634502,0.006230586071476847,0.9996807111416737,1.0009844028831616,1.0016502426517686e-06,1.5618891724828464e-10,4.1727095457330546e-10,6.559650233349042e-05
13.56,13.546673037296873,0.006253664637011248,0.9996813392784236,1.0009837812329592,1.0016496274782223e-06,1.5623272939644182e-10,4.1706431828691393e-10,6.593743240385429e-05
13.57,13.556671596055173,0.006276777235274683,0.9996819612846749,1.0009831619693956,1.0016490109390902e-06,1.5627513037733273e-10,4.168579769517942e-10,6.627911907450464e-05
13.58,13.566670134965625,0.006299923891283606,0.999682577180593,1.000982545083043,1.0016483930357232e-06,1.563161244184988e-10,4.1665192886286894e-10,6.66215616008279e-05
13.59,13.576668654084244,0.006323104630054298,0.999683186986253,1.0009819305645162,1.0016477737694679e-06,1.5635571572821146e-10,4.1644617232564874e-10,6.69647592404082e-05
13.6,13.586667153466834,0.006346319476602871,0.9996837907216413,1.0009813184044745,1.0016471531416694e-06,1.5639390849653095e-10,4.1624070565093814e-10,6.73087112530274e-05
13.61,13.596665633168993,0.006369568455945264,0.9996843884066539,1.0009807085936187,1.0016465311536668e-06,1.5643070689467103e-10,4.1603552715928257e-10,6.765341690066502e-05
13.620000000000001,13.606664093246113,0.006392851593097248,0.9996849800610972,1.0009801011226922,1.0016459078067936e-06,1.564661150747872e-10,4.1583063517842724e-10,6.799887544749842e-05
13.629999999999999,13.61666253375337,0.006416168913074406,0.9996855657046884,1.0009794959824823,1.0016452831023812e-06,1.5650013717145903e-10,4.156260280443759e-10,6.834508615990238e-05
13.64,13.626660954745752,0.006439520440892178,0.9996861453570581,1.0009788931638166,1.001644657041756e-06,1.5653277730063137e-10,4.1542170410075567e-10,6.869204830638489e-05
13.65,13.63665935627803,0.0064629062015658005,0.9996867190377504,1.0009782926575657,1.0016440296262422e-06,1.5656403956067314e-10,4.1521766169945214e-10,6.903976115760693e-05
13.66,13.646657738404775,0.006486326220110358,0.9996872867662194,1.0009776944546411,1.0016434008571566e-06,1.565939280319538e-10,4.15013899199339e-10,6.938822398642215e-05
13.67,13.65665610118036,0.006509780521540752,0.9996878485618347,1.0009770985459967,1.0016427707358154e-06,1.5662244677578457e-10,4.14810414967972e-10,6.973743606780216e-05
13.68,13.666654444658956,0.006533269130871719,0.9996884044438801,1.0009765049226265,1.0016421392635288e-06,1.5664959983759482e-10,4.146072073805302e-10,7.008739667883649e-05
13.69,13.676652768894536,0.006556792073117815,0.9996889544315548,1.0009759135755658,1.0016415064416058e-06,1.5667539124417917e-10,4.1440427481854537e-10,7.043810509873262e-05
13.7,13.686651073940872,0.006580349373293428,0.9996894985439726,1.000975324495891,1.0016408722713507e-06,1.5669982500454456e-10,4.1420161567350197e-10,7.078956060881596e-05
13.71,13.696649359851541,0.006603941056412775,0.9996900368001621,1.0009747376747187,1.0016402367540636e-06,1.5672290511096904e-10,4.139992283426019e-10,7.114176249252992e-05
13.72,13.706647626679914,0.006627567147489887,0.9996905692190671,1.0009741531032064,1.0016395998910406e-06,1.5674463553773118e-10,4.137971112313056e-10,7.149471003543566e-05
13.73,13.716645874479168,0.006651227671538635,0.9996910958195458,1.0009735707725516,1.001638961683573e-06,1.5676502024068662e-10,4.135952627520616e-10,7.184840252521244e-05
13.74,13.726644103302288,0.006674922653572712,0.9996916166203751,1.0009729906739915,1.0016383221329486e-06,1.5678406316023261e-10,4.1339368132536524e-10,7.22028392515953e-05
13.75,13.736642313202061,0.006698652118605638,0.999692131640249,1.0009724127988031,1.0016376812404524e-06,1.5680176821855524e-10,4.131923653797586e-10,7.255801950639484e-05
13.76,13.746640504231081,0.006722416091650758,0.9996926408977765,1.0009718371383034,1.0016370390073646e-06,1.568181393198411e-10,4.12991313348866e-10,7.291394258353455e-05
13.77,13.756638676441746,0.006746214597721245,0.9996931444114862,1.0009712636838486,1.0016363954349616e-06,1.5683318035387724e-10,4.12790523676688e-10,7.327060777897962e-05
13.780000000000001,13.766636829886266,0.0067700476618301,0.9996936421998251,1.0009706924268333,1.0016357505245168e-06,1.5684689519096897e-10,4.125899948118836e-10,7.36280143907369e-05
13.79,13.77663496461666,0.006793915308990133,0.9996941342811602,1.0009701233586914,1.0016351042773003e-06,1.5685928768596322e-10,4.123897252122177e-10,7.398616171885465e-05
13.8,13.786633080684757,0.006817817564214012,0.9996946206737768,1.0009695564708958,1.001634456694579e-06,1.5687036167761332e-10,4.121897133420195e-10,7.434504906542313e-05
13.81,13.796631178142194,0.006841754452514196,0.9996951013958798,1.0009689917549573,1.001633807777615e-06,1.568801209868849e-10,4.1198995767260634e-10,7.470467573457385e-05
13.82,13.806629257040417,0.00686572599890299,0.9996955764655933,1.0009684292024257,1.0016331575276668e-06,1.5688856941780289e-10,4.11790456682707e-10,7.506504103248015e-05
13.83,13.816627317430683,0.006889732228392521,0.9996960459009601,1.0009678688048889,1.0016325059459886e-06,1.5689571075935745e-10,4.115912088580383e-10,7.542614426735691e-05
13.84,13.826625359364066,0.00691377316599474,0.9996965097199458,1.0009673105539723,1.001631853033831e-06,1.5690154878169223e-10,4.113922126917287e-10,7.578798474940123e-05
13.85,13.83662338289145,0.006937848836721421,0.9996969679404372,1.0009667544413394,1.0016311987924423e-06,1.569060872416101e-10,4.111934666838946e-10,7.615056179081127e-05
13.86,13.846621388063532,0.006961959265584167,0.9996974205802405,1.000966200458691,1.0016305432230647e-06,1.5690932987706746e-10,4.1099496934079336e-10,7.651387470582199e-05
13.870000000000001,13.85661937493083,0.0069861044775944075,0.9996978676570851,1.0009656485977654,1.001629886326938e-06,1.5691128041140939e-10,4.1079671917651744e-10,7.68779228106371e-05
13.879999999999999,13.866617343543668,0.0070102844977633786,0.9996983091886237,1.000965098850338,1.0016292281052993e-06,1.5691194255167557e-10,4.1059871471257084e-10,7.724270542342862e-05
13.89,13.876615293952202,0.007034499351102173,0.9996987451924318,1.0009645512082208,1.0016285685593826e-06,1.5691131998817681e-10,4.1040095447596326e-10,7.760822186433759e-05
13.9,13.886613226206395,0.007058749062621677,0.9996991756860085,1.000964005663263,1.0016279076904172e-06,1.569094163970361e-10,4.10203437001963e-10,7.797447145547324e-05
13.91,13.89661114035603,0.00708303365733262,0.9996996006867755,1.0009634622073498,1.0016272454996295e-06,1.56906235437224e-10,4.100061608317675e-10,7.83414535209136e-05
13.92,13.90660903645071,0.007107353160245546,0.9997000202120782,1.0009629208324036,1.0016265819882423e-06,1.5690178075182923e-10,4.098091245144094e-10,7.870916738670527e-05
13.93,13.916606914539853,0.0071317075963708305,0.9997004342791846,1.0009623815303825,1.0016259171574719e-06,1.5689605596890565e-10,4.096123266035799e-10,7.907761238086341e-05
13.94,13.926604774672702,0.007156096990718668,0.9997008429052896,1.0009618442932808,1.001625251008535e-06,1.5688906469999e-10,4.094157656612288e-10,7.944678783331487e-05
13.95,13.936602616898321,0.007180521368299079,0.999701246107513,1.0009613091131286,1.001624583542643e-06,1.5688081054179593e-10,4.0921944025714103e-10,7.981669307591632e-05
13.96,13.946600441265597,0.007204980754121911,0.9997016439028978,1.0009607759819918,1.0016239147610034e-06,1.5687129707536697e-10,4.0902334896491305e-10,8.018732744248846e-05
13.97,13.95659824782323,0.007229475173196823,0.9997020363084145,1.0009602448919714,1.0016232446648202e-06,1.5686052786565306e-10,4.088274903661882e-10,8.055869026875055e-05
13.98,13.966596036619759,0.007254004650533309,0.99970242334096,1.000959715835204,1.0016225732552944e-06,1.5684850646447508e-10,4.0863186305065666e-10,8.093078089232072e-05
13.99,13.97659380770354,0.007278569211140683,0.9997028050173586,1.0009591888038607,1.0016219005336254e-06,1.5683523640628978e-10,4.084364656116084e-10,8.130359865271571e-05
14.0,13.986591561122758,0.007303168880028082,0.9997031813543613,1.0009586637901482,1.0016212265010075e-06,1.568207212117896e-10,4.0824129665122736e-10,8.167714289135098e-05
14.01,13.99658929692542,0.007327803682204465,0.9997035523686462,1.0009581407863075,1.0016205511586319e-06,1.5680496438620862e-10,4.0804635477741485e-10,8.205141295154063e-05
14.02,14.006587015159361,0.007352473642678615,0.999703918076818,1.0009576197846144,1.0016198745076855e-06,1.5678796942016964e-10,4.0785163860463674e-10,8.242640817849744e-05
14.030000000000001,14.016584715872241,0.007377178786459144,0.9997042784954089,1.000957100777379,1.0016191965493517e-06,1.5676973978756652e-10,4.0765714675265284e-10,8.2802127919333e-05
14.04,14.026582399111547,0.007401919138554466,0.9997046336408806,1.0009565837569459,1.001618517284811e-06,1.5675027894958765e-10,4.074628778496933e-10,8.317857152300276e-05
14.05,14.036580064924603,0.00742669472397285,0.9997049835296238,1.0009560687156933,1.0016178367152416e-06,1.5672959035153953e-10,4.072688305277999e-10,8.355573834032422e-05
14.06,14.046577713358552,0.007451505567722356,0.9997053281779564,1.0009555556460334,1.0016171548418153e-06,1.5670767742327033e-10,4.070750034276965e-10,8.393362772400868e-05
14.07,14.056575344460374,0.007476351694810885,0.999705667602127,1.0009550445404127,1.0016164716657025e-06,1.5668454358276975e-10,4.0688139519561276e-10,8.431223902859949e-05
14.08,14.066572958276875,0.007501233130246155,0.9997060018183146,1.0009545353913103,1.001615787188071e-06,1.5666019223045155e-10,4.0668800448264865e-10,8.469157161047172e-05
14.09,14.076570554854705,0.0075261498990357055,0.9997063308426288,1.000954028191239,1.0016151014100854e-06,1.5663462675381225e-10,4.064948299475275e-10,8.507162482783212e-05
14.1,14.086568134240334,0.007551102026186899,0.9997066546911098,1.0009535229327444,1.001614414332905e-06,1.5660785052679584e-10,4.0630187025617245e-10,8.545239804071924e-05
14.11,14.096565696480074,0.007576089536706918,0.9997069733797279,1.0009530196084058,1.0016137259576891e-06,1.5657986690704092e-10,4.061091240778947e-10,8.583389061100332e-05
14.120000000000001,14.106563241620066,0.0076011124556027735,0.9997072869243846,1.0009525182108348,1.0016130362855896e-06,1.5655067923990412e-10,4.0591659009111114e-10,8.621610190238646e-05
14.129999999999999,14.116560769706279,0.007626170807881279,0.9997075953409115,1.0009520187326761,1.0016123453177573e-06,1.565202908548602e-10,4.057242669776267e-10,8.65990312804022e-05
14.14,14.12655828078453,0.007651264618549101,0.9997078986450735,1.000951521166607,1.001611653055339e-06,1.564887050676196e-10,4.0553215342708146e-10,8.698267811236407e-05
14.15,14.136555774900463,0.0076763939126126965,0.9997081968525682,1.0009510255053362,1.0016109594994791e-06,1.564559251803403e-10,4.053402481341976e-10,8.736704176738139e-05
14.16,14.146553252099562,0.00770155871507836,0.9997084899790238,1.0009505317416059,1.0016102646513176e-06,1.5642195448099244e-10,4.0514854979983836e-10,8.775212161639119e-05
14.17,14.156550712427146,0.007726759050952205,0.9997087780400025,1.0009500398681896,1.001609568511991e-06,1.5638679624293483e-10,4.04957057131855e-10,8.813791703209817e-05
14.18,14.166548155928377,0.007751994945240165,0.9997090610510002,1.0009495498778926,1.0016088710826337e-06,1.563504537268208e-10,4.047657688427574e-10,8.852442738897462e-05
14.190000000000001,14.176545582648256,0.007777266422947996,0.9997093390274472,1.0009490617635521,1.001608172364378e-06,1.5631293017996294e-10,4.045746836514082e-10,8.89116520632605e-05
14.2,14.186542992631617,0.007802573509081259,0.9997096119847071,1.0009485755180365,1.0016074723583513e-06,1.5627422883442718e-10,4.043838002825994e-10,8.929959043296315e-05
14.21,14.196540385923148,0.007827916228645369,0.999709879938078,1.0009480911342457,1.001606771065679e-06,1.5623435290978578e-10,4.0419311746768734e-10,8.9688241877858e-05
14.219999999999999,14.206537762567358,0.007853294606645522,0.9997101429027915,1.0009476086051108,1.001606068487481e-06,1.5619330561184667e-10,4.040026339416283e-10,9.007760577948757e-05
14.23,14.216535122608612,0.007878708668086772,0.9997104008940133,1.0009471279235949,1.001605364624877e-06,1.561510901318065e-10,4.038123484474254e-10,9.046768152116248e-05
14.24,14.22653246609111,0.007904158437973962,0.9997106539268458,1.0009466490826904,1.0016046594789797e-06,1.561077096490034e-10,4.03622259733164e-10,9.085846848791055e-05
14.25,14.236529793058898,0.007929643941311772,0.9997109020163266,1.0009461720754218,1.0016039530509026e-06,1.5606316732879954e-10,4.0343236655264677e-10,9.124996606649341e-05
14.26,14.246527103555861,0.0079551652031047,0.9997111451774282,1.0009456968948436,1.0016032453417527e-06,1.5601746632279272e-10,4.032426676649705e-10,9.164217364543619e-05
14.27,14.256524397625737,0.00798072224835706,0.9997113834250596,1.0009452235340408,1.001602536352636e-06,1.5597060976860476e-10,4.030531618349494e-10,9.203509061497029e-05
14.280000000000001,14.266521675312102,0.008006315102072992,0.9997116167740673,1.0009447519861288,1.0016018260846551e-06,1.5592260079326953e-10,4.0286384783311516e-10,9.242871636703331e-05
14.29,14.276518936658377,0.008031943789256438,0.9997118452392346,1.0009442822442527,1.0016011145389093e-06,1.558734425092096e-10,4.0267472443592866e-10,9.282305029526878e-05
14.3,14.286516181707842,0.008057608334911192,0.9997120688352823,1.0009438143015876,1.0016004017164952e-06,1.5582313801508325e-10,4.0248579042578004e-10,9.321809179502688e-05
14.31,14.296513410503605,0.00808330876404083,0.9997122875768679,1.0009433481513392,1.0015996876185067e-06,1.5577169039832557e-10,4.0229704458908285e-10,9.36138402633635e-05
14.32,14.306510623088636,0.008109045101648771,0.9997125014785865,1.0009428837867422,1.0015989722460336e-06,1.5571910273260736e-10,4.0210848571987393e-10,9.4010295099041e-05
14.33,14.316507819505741,0.008134817372738249,0.9997127105549697,1.0009424212010611,1.0015982556001618e-06,1.5566537807741164e-10,4.0192011261557825e-10,9.440745570252782e-05
14.34,14.326504999797583,0.008160625602312312,0.9997129148204893,1.0009419603875898,1.001597537681975e-06,1.556105194816335e-10,4.017319240806088e-10,9.480532147595066e-05
14.350000000000001,14.336502164006673,0.008186469815373836,0.9997131142895557,1.0009415013396514,1.001596818492555e-06,1.5555452998082726e-10,4.0154391892424906e-10,9.520389182310984e-05
14.36,14.346499312175364,0.008212350036925498,0.9997133089765164,1.0009410440505984,1.0015960980329793e-06,1.554974125955124e-10,4.0135609596065285e-10,9.560316614950771e-05
14.370000000000001,14.356496444345874,0.008238266291969821,0.9997134988956596,1.0009405885138114,1.0015953763043205e-06,1.554391703373146e-10,4.011684540107503e-10,9.600314386229445e-05
14.379999999999999,14.366493560560258,0.00826421860550911,0.9997136840612132,1.000940134722701,1.001594653307653e-06,1.553798062019776e-10,4.009809918990715e-10,9.640382437026697e-05
14.39,14.376490660860437,0.00829020700254553,0.9997138644873453,1.000939682670705,1.0015939290440444e-06,1.5531932317613957e-10,4.007937084569227e-10,9.680520708387002e-05
14.4,14.386487745288177,0.008316231508081029,0.9997140401881643,1.000939232351291,1.0015932035145612e-06,1.552577242318274e-10,4.006066025204806e-10,9.720729141519519e-05
14.41,14.396484813885094,0.008342292147117387,0.9997142111777185,1.000938783757954,1.0015924767202665e-06,1.5519501232878592e-10,4.004196729305807e-10,9.76100767779816e-05
14.42,14.406481866692666,0.008368388944656207,0.9997143774699968,1.000938336884218,1.0015917486622203e-06,1.5513119041574861e-10,4.0023291853441106e-10,9.801356258761564e-05
14.43,14.416478903752212,0.008394521925698901,0.9997145390789276,1.000937891723635,1.0015910193414784e-06,1.5506626142726111e-10,4.000463381838186e-10,9.841774826113093e-05
14.440000000000001,14.426475925104922,0.008420691115246709,0.9997146960183824,1.0009374482697846,1.0015902887590953e-06,1.550002282870694e-10,3.9985993073530876e-10,9.882263321716254e-05
14.45,14.436472930791828,0.008446896538300667,0.999714848302174,1.0009370065162744,1.0015895569161215e-06,1.5493309390663746e-10,3.9967369505131637e-10,9.922821687596127e-05
14.46,14.446469920853826,0.008473138219861663,0.999714995944056,1.00093656645674,1.001588823813605e-06,1.548648611847238e-10,3.994876299989348e-10,9.963449865942201e-05
14.469999999999999,14.45646689533166,0.008499416184930362,0.9997151389577245,1.0009361280848441,1.0015880894525902e-06,1.5479553300822848e-10,3.993017344505515e-10,0.00010004147799102994
14.48,14.466463854265948,0.008525730458507288,0.9997152773568191,1.0009356913942768,1.0015873538341198e-06,1.5472511225282834e-10,3.9911600728363603e-10,0.00010044915429586161
14.49,14.476460797697149,0.008552081065592743,0.999715411154922,1.0009352563787557,1.0015866169592335e-06,1.5465360178149474e-10,3.989304473809519e-10,0.00010085752700058397
14.5,14.486457725665591,0.008578468031186871,0.9997155403655588,1.000934823032025,1.0015858788289669e-06,1.5458100444766992e-10,3.987450536305567e-10,0.00010126659553345507
14.51,14.496454638211459,0.008604891380289623,0.9997156650021977,1.0009343913478566,1.0015851394443557e-06,1.5450732308891427e-10,3.985598249245312e-10,0.00010167635932432371
14.52,14.506451535374795,0.00863135113790077,0.99971578507825,1.000933961320049,1.0015843988064298e-06,1.5443256053431782e-10,3.983747601600386e-10,0.00010208681780462952
14.530000000000001,14.516448417195502,0.008657847329019903,0.9997159006070704,1.0009335329424274,1.0015836569162155e-06,1.5435671960068863e-10,3.9818985824101826e-10,0.00010249797040740304
14.54,14.526445283713338,0.008684379978646413,0.9997160116019582,1.0009331062088438,1.0015829137747391e-06,1.5427980309149401e-10,3.9800511807331533e-10,0.0001029098165672213
14.55,14.536442134967936,0.008710949111779536,0.9997161180761578,1.0009326811131762,1.0015821693830218e-06,1.542018138013074e-10,3.9782053857082185e-10,0.00010332235572022266
14.56,14.546438970998778,0.008737554753418293,0.9997162200428564,1.0009322576493298,1.0015814237420834e-06,1.5412275451072624e-10,3.9763611864975914e-10,0.00010373558730413227
14.57,14.556435791845216,0.008764196928561542,0.9997163175151872,1.0009318358112351,1.0015806768529387e-06,1.5404262799081877e-10,3.9745185723248954e-10,0.00010414951075821226
14.58,14.566432597546461,0.00879087566220795,0.999716410506229,1.000931415592849,1.0015799287166025e-06,1.5396143699931254e-10,3.9726775324624583e-10,0.00010456412552326143
14.59,14.576429388141593,0.008817590979356,0.9997164990290061,1.0009309969881546,1.0015791793340857e-06,1.5387918428546472e-10,3.970838056227077e-10,0.00010497943104161524
14.600000000000001,14.586426163669554,0.008844342905003992,0.9997165830964889,1.0009305799911603,1.0015784287063973e-06,1.5379587258497998e-10,3.969000132984253e-10,0.0001053954267571459
14.61,14.596422924169147,0.00887113146415003,0.9997166627215932,1.0009301645959006,1.001577676834542e-06,1.5371150462318683e-10,3.9671637521481915e-10,0.00010581211211526202
14.620000000000001,14.60641966967905,0.00889795668179206,0.9997167379171807,1.0009297507964352,1.0015769237195224e-06,1.5362608311376707e-10,3.9653289031860384e-10,0.00010622948656290943
14.629999999999999,14.61641640023779,0.008924818582927811,0.9997168086960587,1.00092933858685,1.0015761693623377e-06,1.535396107598146e-10,3.96349557559882e-10,0.00010664754954857006
14.64,14.626413115883778,0.00895171719255486,0.9997168750709823,1.0009289279612557,1.0015754137639855e-06,1.534520902527766e-10,3.9616637589362676e-10,0.00010706630052222078
14.65,14.63640981665528,0.008978652535670569,0.9997169370546538,1.0009285189137882,1.0015746569254596e-06,1.5336352427393587e-10,3.959833442813757e-10,0.00010748573893534594
14.66,14.646406502590434,0.009005624637272133,0.9997169946597215,1.0009281114386086,1.001573898847751e-06,1.5327391549208147e-10,3.9580046168657226e-10,0.00010790586424096344
14.67,14.656403173727245,0.009032633522356556,0.9997170478987819,1.000927705529903,1.0015731395318488e-06,1.5318326656689685e-10,3.9561772707943613e-10,0.00010832667589357588
14.68,14.66639983010359,0.009059679215920657,0.9997170967843796,1.000927301181882,1.001572378978738e-06,1.530915801457835e-10,3.954351394344222e-10,0.0001087481733491706
14.690000000000001,14.676396471757215,0.009086761742961077,0.9997171413290078,1.0009268983887811,1.0015716171894035e-06,1.529988588668255e-10,3.9525269772916163e-10,0.00010917035606521976
14.7,14.686393098725729,0.009113881128474248,0.9997171815451076,1.0009264971448606,1.0015708541648263e-06,1.5290510535667206e-10,3.950704009474267e-10,0.00010959322350067999
14.71,14.696389711046624,0.00914103739745645,0.9997172174450687,1.0009260974444047,1.0015700899059838e-06,1.5281032223074915e-10,3.9488824807701304e-10,0.00011001677511599316
14.719999999999999,14.70638630875725,0.009168230574903746,0.9997172490412288,1.0009256992817224,1.0015693244138516e-06,1.5271451209474186e-10,3.947062381099514e-10,0.00011044101037308528
14.73,14.716382891894833,0.00919546068581204,0.9997172763458742,1.000925302651147,1.0015685576894023e-06,1.526176775426886e-10,3.9452437004271956e-10,0.00011086592873536771
14.74,14.72637946049647,0.009222727755177027,0.9997172993712409,1.0009249075470361,1.0015677897336053e-06,1.5251982115846338e-10,3.943426428773009e-10,0.00011129152966769548
14.75,14.736376014599132,0.009250031807994228,0.9997173181295151,1.0009245139637704,1.0015670205474284e-06,1.5242094551619932e-10,3.941610556175847e-10,0.00011171781263638104
14.76,14.74637255423966,0.009277372869258975,0.9997173326328315,1.0009241218957554,1.0015662501318354e-06,1.5232105317880636e-10,3.9397960727571874e-10,0.00011214477710921825
14.77,14.75636907945477,0.009304750963966414,0.9997173428932749,1.0009237313374202,1.0015654784877885e-06,1.5222014669860654e-10,3.937982968649097e-10,0.00011257242255543588
14.780000000000001,14.766365590281055,0.00933216611711151,0.9997173489228811,1.0009233422832169,1.0015647056162468e-06,1.5211822861839275e-10,3.936171234036581e-10,0.00011300074844569773
14.79,14.776362086754975,0.009359618353689023,0.999717350733637,1.000922954727622,1.0015639315181684e-06,1.5201530146994649e-10,3.9343608591639377e-10,0.00011342975425210216
14.8,14.78635856891288,0.009387107698693551,0.9997173483374795,1.0009225686651344,1.0015631561945068e-06,1.519113677755201e-10,3.932551834292406e-10,0.00011385943944818293
14.81,14.79635503679098,0.009414634177119482,0.9997173417462967,1.0009221840902771,1.001562379646214e-06,1.5180643004720155e-10,3.9307441497467513e-10,0.00011428980350890822
14.82,14.806351490425364,0.009442197813961032,0.999717330971927,1.0009218009975964,1.0015616018742403e-06,1.5170049078564386e-10,3.928937795889857e-10,0.00011472084591068136
14.83,14.816347929852,0.009469798634212226,0.99971731602616,1.0009214193816611,1.0015608228795298e-06,1.515935524826062e-10,3.927132763122722e-10,0.00011515256613134055
14.84,14.826344355106734,0.009497436662866897,0.9997172969207372,1.0009210392370633,1.0015600426630273e-06,1.5148561761968335e-10,3.9253290418908145e-10,0.00011558496365011989
14.850000000000001,14.836340766225288,0.009525111924918702,0.9997172736673527,1.000920660558418,1.0015592612256743e-06,1.513766886676704e-10,3.923526622679837e-10,0.00011601803794766203
14.86,14.846337163243255,0.00955282444536109,0.9997172462776514,1.000920283340363,1.001558478568409e-06,1.5126676808804514e-10,3.9217254960305493e-10,0.00011645178850604105
